mst_card_id,mst_idol_id,mst_costume_id,bonus_costume_id,rank5_costume_id,resource_id,rarity,idol_type,level_max,life,vocal_base,vocal_max,vocal_master_bonus,dance_base,dance_max,dance_master_bonus,visual_base,visual_max,visual_master_bonus,skill_level_max,awakening_gauge_max,master_rank_max,cheer_point,mst_center_effect_id,mst_card_skill_id_list,ex_type,variation,master_lesson_begin_date,training_item_list,begin_date,sort_id,card_category,extend_card_level_max,extend_card_life,extend_card_vocal_max,extend_card_vocal_master_bonus,extend_card_dance_max,extend_card_dance_master_bonus,extend_card_visual_max,extend_card_visual_master_bonus,is_master_lesson_five_available,barrier_mission_list,training_point,sign_type,sign_type2
104,14,105,106,30101142,014mir0034,4,1,90,40,2416,5436,163,2443,5497,165,2446,5503,165,10,400,5,0,1401,610,0,3,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,105000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
105,15,107,108,30101152,015siz0034,4,2,90,40,2443,5496,165,2452,5517,166,2407,5416,162,10,400,5,0,2401,612,0,3,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,106000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
106,16,109,110,30101162,016tsu0034,4,3,90,40,2476,5571,167,2423,5451,164,2418,5441,163,10,400,5,0,3401,611,0,3,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,107000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
107,51,111,112,30101512,051tmg0034,4,2,90,40,2385,5366,161,1766,3974,119,3045,6851,206,10,400,5,0,2404,113,0,3,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,108000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
108,52,113,114,30101522,052kao0034,4,3,90,40,3048,6857,206,1733,3899,117,2384,5364,161,10,400,5,0,3402,115,0,3,0001-01-01T00:00:00+0000,,2018-01-01T00:00:00+0800,109000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
109,26,117,118,30101262,026yur0034,4,1,90,40,2384,5365,161,1688,3798,114,3111,7000,210,12,400,5,0,1404,213,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,110000,21,0,0,0,0,0,0,0,0,TRUE,,0,0,0
110,8,119,120,30101082,008tak0034,4,2,90,40,3096,6967,209,2384,5363,161,1690,3802,114,10,400,5,0,2402,115,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,111000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
111,39,0,0,0,039kon0033,3,3,70,35,1954,4559,137,2536,5917,178,1389,3241,97,10,300,4,0,3303,111,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,112000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
112,18,0,0,0,018ele0033,3,3,70,35,1886,4401,132,2432,5675,170,1304,3043,91,10,300,4,0,3303,106,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,113000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
113,44,0,0,0,044miz0033,3,2,70,35,1314,3065,92,1852,4321,130,2449,5714,171,10,300,4,0,2304,615,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,114000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
114,21,0,0,0,021mat0032,2,1,50,30,1370,3424,103,935,2338,70,1734,4334,130,10,200,4,0,1204,102,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,115000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
115,22,121,122,30101222,022ser0034,4,3,90,40,1684,3789,114,2391,5379,161,3094,6962,209,12,400,5,0,3404,113,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,116000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
116,36,0,0,0,036kan0033,3,1,70,35,1866,4354,131,1849,4314,129,1898,4428,133,10,300,4,0,1301,306,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,117000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
117,34,0,0,0,034ayu0032,2,2,50,30,1353,3382,101,1736,4339,130,964,2409,72,10,200,4,0,2203,103,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,118000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
118,20,123,124,30101202,020meg0034,4,2,90,40,1681,3783,113,3084,6938,208,2407,5416,162,10,400,5,0,2403,214,0,3,0001-01-01T00:00:00+0000,,2019-09-04T15:00:00+0800,119000,21,0,0,0,0,0,0,0,0,TRUE,,0,0,0
119,10,125,126,30101102,010azu0034,4,3,90,40,3084,6939,208,2381,5358,161,1694,3811,114,10,400,5,0,3402,114,0,3,0001-01-01T00:00:00+0000,,2019-09-04T15:00:00+0800,120000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
120,27,0,0,0,027say0033,3,1,70,35,2524,5890,177,1936,4517,136,1351,3152,95,10,300,4,0,1302,106,0,3,0001-01-01T00:00:00+0000,,2019-09-04T15:00:00+0800,121000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
121,32,127,128,30101322,032emi0034,4,1,90,40,3119,7018,211,1664,3745,112,2381,5357,161,10,400,5,0,1402,114,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,122000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
122,45,0,0,0,045kar0033,3,3,70,35,2422,5652,170,1320,3080,92,1892,4415,132,10,300,4,0,3302,614,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,123000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
123,9,0,0,0,009rit0032,2,2,50,30,972,2431,73,1369,3423,103,1764,4410,132,10,200,4,0,2204,103,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,124000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
124,33,129,130,0,033sih0033,3,2,70,35,2655,6196,186,1429,3334,100,2043,4766,143,10,300,4,0,2302,207,2,3,2020-01-26T12:00:00+0800,,2019-09-04T15:00:00+0800,125000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
125,23,0,0,0,023aka0033,3,3,70,35,1931,4505,135,1939,4525,136,1949,4547,136,10,300,4,0,3301,107,3,3,2020-01-26T12:00:00+0800,,2019-09-04T15:00:00+0800,126000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
126,42,131,132,30101422,042miy0034,4,3,90,40,1676,3771,113,3089,6951,209,2402,5405,162,12,400,5,0,3403,115,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,127000,20,0,0,0,0,0,0,0,0,TRUE,,0,0,0
127,7,0,0,0,007ior0033,3,2,70,35,1886,4400,132,2446,5707,171,1326,3095,93,10,300,4,0,2303,106,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,128000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
128,29,0,0,0,029umi0032,2,1,50,30,973,2433,73,1763,4408,132,1353,3382,101,10,200,4,0,1203,102,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,129000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
129,19,0,0,0,019min0033,3,1,70,35,1305,3046,91,1899,4431,133,2420,5646,169,10,300,4,0,1304,106,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,130000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
130,6,0,0,0,006mak0033,3,1,70,35,1875,4375,131,2421,5649,169,1312,3061,92,10,300,4,0,1305,306,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,131000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
131,48,0,0,0,048rei0032,2,3,50,30,1771,4427,133,951,2377,71,1367,3418,103,10,200,4,0,3202,103,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,132000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
132,41,133,134,0,041fuk0034,4,3,90,40,2389,5375,161,1688,3799,114,3108,6994,210,10,400,4,0,3404,214,0,3,0001-01-01T00:00:00+0000,,2019-09-20T15:00:00+0800,133000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
133,13,135,136,0,013hib0034,4,1,90,40,1692,3808,114,3096,6967,209,2377,5348,160,10,400,4,0,1403,113,0,3,0001-01-01T00:00:00+0000,,2019-09-20T15:00:00+0800,134000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
134,31,0,0,0,031tom0033,3,2,70,35,1967,4589,138,1363,3181,95,2516,5870,176,10,300,4,0,2304,105,0,3,0001-01-01T00:00:00+0000,,2019-09-20T15:00:00+0800,135000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
135,5,137,138,0,005yay0033,3,3,70,35,2700,6300,189,2089,4874,146,1467,3423,103,10,300,4,0,3302,205,2,3,2020-03-28T12:00:00+0800,,2019-09-20T15:00:00+0800,136000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
136,30,0,0,0,030iku0033,3,1,70,35,1882,4392,132,1304,3043,91,2456,5731,172,10,300,4,0,1305,405,3,3,2020-03-28T12:00:00+0800,,2019-09-20T15:00:00+0800,137000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
137,50,139,140,0,050jul0034,4,2,90,40,3119,7017,211,1691,3805,114,2380,5355,161,10,400,4,0,2402,114,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,138000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
138,11,0,0,0,011ami0033,3,3,70,35,1342,3131,94,1866,4354,131,2438,5689,171,10,300,4,0,3304,504,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,139000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
139,24,0,0,0,024ann0032,2,3,50,30,1372,3429,103,970,2426,73,1757,4392,132,10,200,4,0,3206,602,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,140000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
140,8,0,0,0,008tak0043,3,2,70,35,1884,4395,132,1883,4394,132,1863,4348,130,10,300,4,0,2301,107,0,4,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,144000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
141,40,0,0,0,040tam0033,3,3,70,35,1871,4366,131,1858,4335,130,1883,4393,132,10,300,4,0,3301,306,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,145000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
142,43,0,0,0,043nor0032,2,1,50,30,1753,4382,131,1369,3423,103,950,2374,71,10,200,4,0,1202,103,0,3,0001-01-01T00:00:00+0000,,2019-09-13T15:00:00+0800,146000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
143,36,141,142,0,036kan0044,4,1,90,40,1666,3748,112,2404,5410,162,3098,6970,209,10,400,4,0,1404,114,0,4,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,141000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
144,37,0,0,0,037nao0033,3,1,70,35,1860,4340,130,2415,5635,169,1335,3116,93,10,300,4,0,1303,106,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,142000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
145,46,0,0,0,046rio0032,2,2,50,30,1749,4372,131,1363,3408,102,948,2371,71,10,200,4,0,2206,603,0,3,0001-01-01T00:00:00+0000,,2019-08-23T15:00:00+0800,143000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
146,26,143,144,0,026yur0043,3,1,70,35,2671,6232,187,2064,4817,145,1464,3416,102,10,300,4,0,1302,206,2,4,2020-04-29T12:00:00+0800,,2019-09-30T15:00:00+0800,147000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
147,44,0,0,0,044miz0043,3,2,70,35,2526,5893,177,1959,4570,137,1388,3238,97,10,300,4,0,2305,305,3,4,2020-04-29T12:00:00+0800,,2019-09-30T15:00:00+0800,148000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
148,19,145,146,0,019min0044,4,1,90,40,3107,6991,210,1685,3791,114,2393,5384,162,10,400,4,0,1402,214,0,4,0001-01-01T00:00:00+0000,,2019-09-30T15:00:00+0800,149000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
149,7,147,148,0,007ior0044,4,2,90,40,1682,3784,114,2379,5353,161,3108,6992,210,10,400,4,0,2404,113,0,4,0001-01-01T00:00:00+0000,,2019-09-30T15:00:00+0800,150000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
150,23,0,0,0,023aka0043,3,3,70,35,1948,4545,136,1365,3184,96,2530,5904,177,10,300,4,0,3304,106,0,4,0001-01-01T00:00:00+0000,,2019-09-30T15:00:00+0800,151000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
151,35,149,150,0,035hin0034,4,3,90,40,3096,6967,209,1688,3798,114,2383,5361,161,10,400,4,0,3402,115,0,3,0001-01-01T00:00:00+0000,,2019-10-11T15:00:00+0800,152000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
152,4,0,0,0,004yuk0033,3,1,70,35,1883,4394,132,1866,4353,131,1878,4381,131,10,300,4,0,1306,504,0,3,0001-01-01T00:00:00+0000,,2019-10-11T15:00:00+0800,153000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
153,1,0,0,0,001har0042,2,1,50,30,960,2401,72,1372,3429,103,1758,4396,132,10,200,4,0,1204,102,0,4,0001-01-01T00:00:00+0000,,2019-10-11T15:00:00+0800,154000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
154,22,0,0,0,022ser0043,3,3,70,35,1341,3129,94,2453,5724,172,1867,4356,131,10,300,4,0,3303,105,0,4,0001-01-01T00:00:00+0000,,2019-10-13T15:00:00+0800,155000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
155,32,0,0,0,032emi0043,3,1,70,35,1873,4370,131,1308,3052,92,2456,5731,172,10,300,4,0,1305,305,0,4,0001-01-01T00:00:00+0000,,2019-10-13T15:00:00+0800,156000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
156,42,0,0,0,042miy0042,2,3,50,30,1354,3384,102,1346,3366,101,1352,3379,101,10,200,4,0,3201,102,0,4,0001-01-01T00:00:00+0000,,2019-10-13T15:00:00+0800,157000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
157,15,151,152,0,015siz0043,3,2,70,35,1442,3364,101,2061,4810,144,2683,6261,188,10,300,4,0,2304,206,2,4,2020-04-13T13:00:00+0800,,2019-10-20T15:00:00+0800,158000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
158,51,0,0,0,051tmg0043,3,2,70,35,2521,5883,176,1355,3161,95,1943,4534,136,10,300,4,0,2306,504,3,4,2020-04-13T13:00:00+0800,,2019-10-20T15:00:00+0800,159000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
159,38,153,154,0,038chz0034,4,2,90,40,2394,5387,162,3084,6939,208,1686,3794,114,10,400,4,0,2403,115,0,3,0001-01-01T00:00:00+0000,,2019-10-20T15:00:00+0800,160000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
160,10,0,0,0,010azu0043,3,3,70,35,1318,3075,92,1886,4401,132,2450,5716,171,10,300,4,0,3304,107,0,4,0001-01-01T00:00:00+0000,,2019-10-20T15:00:00+0800,161000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
161,2,0,0,0,002chi0032,2,2,50,30,1363,3407,102,1335,3337,100,1348,3370,101,10,200,4,0,2201,103,0,3,0001-01-01T00:00:00+0000,,2019-10-20T15:00:00+0800,162000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
162,33,155,156,0,033sih0044,4,2,90,40,2395,5388,162,1675,3769,113,3124,7028,211,10,400,4,0,2404,213,0,4,0001-01-01T00:00:00+0000,,2019-10-31T15:00:00+0800,163000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
163,11,157,158,0,011ami0044,4,3,90,40,2406,5414,162,3086,6943,208,1664,3743,112,10,400,4,0,3403,114,0,4,0001-01-01T00:00:00+0000,,2019-10-31T15:00:00+0800,164000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
164,36,0,0,0,036kan0053,3,1,70,35,1381,3223,97,2521,5882,176,1935,4516,135,10,300,4,0,1303,105,0,5,0001-01-01T00:00:00+0000,,2019-10-31T15:00:00+0800,165000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
165,46,159,160,0,046rio0043,3,2,70,35,1437,3354,101,2654,6193,186,2041,4762,143,10,300,4,0,2303,206,2,4,2020-05-30T12:00:00+0800,,2019-11-01T15:00:00+0800,166000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
166,18,0,0,0,018ele0043,3,3,70,35,2517,5873,176,1931,4505,135,1378,3215,96,10,300,4,0,3302,405,3,4,2020-05-30T12:00:00+0800,,2019-11-01T15:00:00+0800,167000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
167,29,0,0,0,029umi0043,3,1,70,35,2452,5722,172,1899,4432,133,1303,3040,91,10,300,4,0,1302,111,0,4,0001-01-01T00:00:00+0000,,2019-11-11T15:00:00+0800,168000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
168,47,0,0,0,047sub0033,3,2,70,35,1320,3079,92,1863,4347,130,2446,5708,171,10,300,4,0,2305,405,0,3,0001-01-01T00:00:00+0000,,2019-11-11T15:00:00+0800,169000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
169,37,0,0,0,037nao0042,2,1,50,30,1372,3429,103,1342,3356,101,1354,3385,102,10,200,4,0,1206,602,0,4,0001-01-01T00:00:00+0000,,2019-11-11T15:00:00+0800,170000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
170,30,161,162,0,030iku0044,4,1,90,40,2374,5342,160,3108,6994,210,1687,3795,114,10,400,4,0,1403,114,0,4,0001-01-01T00:00:00+0000,,2019-11-13T15:00:00+0800,171000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
171,20,0,0,0,020meg0043,3,2,70,35,2451,5718,172,1872,4369,131,1307,3049,91,10,300,4,0,2305,306,0,4,0001-01-01T00:00:00+0000,,2019-11-13T15:00:00+0800,172000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
172,49,0,0,0,049mom0032,2,2,50,30,1370,3426,103,947,2368,71,1772,4429,133,10,200,4,0,2204,103,0,3,0001-01-01T00:00:00+0000,,2019-11-13T15:00:00+0800,173000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
173,40,163,164,0,040tam0044,4,3,90,40,1694,3811,114,2378,5350,161,3093,6960,209,10,400,4,0,3404,113,0,4,0001-01-01T00:00:00+0000,,2019-11-21T15:00:00+0800,174000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
174,43,0,0,0,043nor0043,3,1,70,35,1326,3094,93,1857,4334,130,2445,5706,171,10,300,4,0,1304,106,0,4,0001-01-01T00:00:00+0000,,2019-11-21T15:00:00+0800,175000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
175,3,0,0,0,003mik0032,2,3,50,30,1353,3383,101,1751,4378,131,972,2430,73,10,200,4,0,3203,203,0,3,0001-01-01T00:00:00+0000,,2019-11-21T15:00:00+0800,176000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
176,16,165,166,0,016tsu0043,3,3,70,35,2040,4760,143,1435,3349,100,2685,6264,188,10,300,4,0,3304,207,2,4,2020-04-28T11:00:00+0800,,2019-11-21T15:00:00+0800,177000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
177,52,0,0,0,052kao0043,3,3,70,35,1950,4550,137,1932,4507,135,1937,4519,136,10,300,4,0,3301,504,3,4,2020-04-28T11:00:00+0800,,2019-11-21T15:00:00+0800,178000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
178,24,167,168,0,024ann0044,4,3,90,40,1682,3784,114,3113,7004,210,2391,5379,161,10,400,4,0,3403,215,0,4,0001-01-01T00:00:00+0000,,2019-11-30T15:00:00+0800,179000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
179,4,169,170,0,004yuk0044,4,1,90,40,2375,5344,160,1679,3778,113,3110,6998,210,10,400,4,0,1404,113,0,4,0001-01-01T00:00:00+0000,,2019-11-30T15:00:00+0800,180000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
180,44,0,0,0,044miz0053,3,2,70,35,1376,3210,96,2538,5921,178,1944,4536,136,10,300,4,0,2303,107,0,5,0001-01-01T00:00:00+0000,,2019-11-30T15:00:00+0800,181000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
181,12,171,172,0,012mam0033,3,3,70,35,2663,6214,186,2039,4757,143,1466,3421,103,10,300,4,0,3302,206,2,3,2020-06-28T12:00:00+0800,,2019-12-04T15:00:00+0800,182000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
182,19,0,0,0,019min0053,3,1,70,35,2508,5851,176,1378,3215,96,1953,4558,137,10,300,4,0,1302,107,3,5,2020-06-28T12:00:00+0800,,2019-12-04T15:00:00+0800,183000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
183,34,173,174,0,034ayu0044,4,2,90,40,2373,5340,160,3100,6975,209,1695,3814,114,10,400,4,0,2403,114,0,4,0001-01-01T00:00:00+0000,,2019-12-13T15:00:00+0800,184000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
184,42,0,0,0,042miy0053,3,3,70,35,1895,4422,133,1312,3062,92,2450,5716,171,10,300,4,0,3304,406,0,5,0001-01-01T00:00:00+0000,,2019-12-13T15:00:00+0800,185000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
185,50,0,0,0,050jul0042,2,2,50,30,955,2388,72,1771,4428,133,1334,3336,100,10,200,4,0,2203,102,0,4,0001-01-01T00:00:00+0000,,2019-12-13T15:00:00+0800,186000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
186,25,0,0,0,025roc0033,3,2,70,35,1863,4348,130,1892,4415,132,1887,4403,132,10,300,4,0,2301,106,0,3,0001-01-01T00:00:00+0000,,2019-12-13T15:00:00+0800,187000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
187,48,0,0,0,048rei0043,3,3,70,35,2449,5715,171,1859,4338,130,1314,3067,92,10,300,4,0,3305,305,0,4,0001-01-01T00:00:00+0000,,2019-12-13T15:00:00+0800,188000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
188,41,0,0,0,041fuk0042,2,3,50,30,1340,3349,100,1340,3350,101,1365,3413,102,10,200,4,0,3205,403,0,4,0001-01-01T00:00:00+0000,,2019-12-13T15:00:00+0800,189000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
189,27,175,176,0,027say0044,4,1,90,40,3096,6965,209,2384,5364,161,1689,3801,114,10,400,4,0,1402,113,0,4,0001-01-01T00:00:00+0000,,2019-12-21T15:00:00+0800,190000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
190,9,0,0,0,009rit0043,3,2,70,35,1889,4407,132,1325,3092,93,2418,5642,169,10,300,4,0,2305,306,0,4,0001-01-01T00:00:00+0000,,2019-12-21T15:00:00+0800,191000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
191,28,0,0,0,028ari0032,2,1,50,30,1366,3414,102,1773,4432,133,959,2398,72,10,200,4,0,1203,103,0,3,0001-01-01T00:00:00+0000,,2019-12-21T15:00:00+0800,192000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
192,14,177,178,0,014mir0043,3,1,70,35,2068,4826,145,1467,3422,103,2685,6264,188,10,300,4,0,1304,207,2,4,2020-05-16T15:00:00+0800,,2019-12-21T15:00:00+0800,193000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
193,21,0,0,0,021mat0043,3,1,70,35,2514,5867,176,1367,3189,96,1966,4588,138,10,300,4,0,1305,306,3,4,2020-05-16T15:00:00+0800,,2019-12-21T15:00:00+0800,194000,32,0,0,0,0,0,0,0,0,FALSE,,0,0,0
194,51,179,180,0,051tmg0054,4,2,90,40,3309,7445,223,1790,4028,121,2519,5668,170,10,400,4,0,2402,220,4,5,2019-12-27T15:00:00+0800,,2019-12-27T15:00:00+0800,195000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
195,52,181,182,0,052kao0054,4,3,90,40,1776,3996,120,2550,5737,172,3296,7417,223,10,400,4,0,3404,220,4,5,2019-12-27T15:00:00+0800,,2019-12-27T15:00:00+0800,196000,22,0,0,0,0,0,0,0,0,FALSE,,0,0,0
196,37,183,184,0,037nao0054,4,1,90,40,2406,5414,162,3116,7011,210,1698,3821,115,10,400,4,0,1403,213,0,5,0001-01-01T00:00:00+0000,,2019-12-31T15:00:00+0800,197000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
197,2,185,186,0,002chi0044,4,2,90,40,2395,5388,162,1693,3809,114,3087,6946,208,10,400,4,0,2404,113,0,4,0001-01-01T00:00:00+0000,,2019-12-31T15:00:00+0800,198000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
198,35,0,0,0,035hin0043,3,3,70,35,1968,4592,138,2521,5883,176,1362,3177,95,10,300,4,0,3303,108,0,4,0001-01-01T00:00:00+0000,,2019-12-31T15:00:00+0800,199000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
199,28,187,188,0,028ari0043,3,1,70,35,1427,3329,100,2683,6261,188,2061,4810,144,10,300,4,0,1303,206,2,4,2020-07-30T12:00:00+0800,,2020-01-04T15:00:00+0800,200000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
200,49,0,0,0,049mom0043,3,2,70,35,1941,4528,136,2513,5863,176,1352,3154,95,10,300,4,0,2303,109,3,4,2020-07-30T12:00:00+0800,,2020-01-04T15:00:00+0800,201000,31,0,0,0,0,0,0,0,0,FALSE,,0,0,0
201,39,0,0,0,039kon0043,3,3,70,35,2432,5675,170,1326,3095,93,1893,4417,133,10,300,4,0,3302,105,0,4,0001-01-01T00:00:00+0000,,2020-01-11T15:00:00+0800,202000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
202,1,0,0,0,001har0053,3,1,70,35,2431,5673,170,1874,4372,131,1317,3072,92,10,300,4,0,1305,404,0,5,0001-01-01T00:00:00+0000,,2020-01-11T15:00:00+0800,203000,30,0,0,0,0,0,0,0,0,FALSE,,0,0,0
203,15,0,0,0,015siz0052,2,2,50,30,1356,3389,102,1357,3392,102,1355,3387,102,10,200,4,0,2201,102,0,5,0001-01-01T00:00:00+0000,,2020-01-11T15:00:00+0800,204000,35,0,0,0,0,0,0,0,0,FALSE,,0,0,0
204,1,189,190,0,001har0064,4,1,90,40,1695,3813,114,2414,5431,163,3102,6979,209,10,400,4,0,1404,214,0,6,0001-01-01T00:00:00+0000,,2020-01-15T15:00:00+0800,205000,21,0,0,0,0,0,0,0,0,FALSE,,0,0,0
205,45,191,192,0,045kar0044,4,3,90,40,3092,6957,209,2408,5417,163,1677,3773,113,10,400,4,0,3402,118,0,4,0001-01-01T00:00:00+0000,,2020-01-15T15:00:00+0800,206000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
206,33,0,0,0,033sih0053,3,2,70,35,1304,3043,91,2438,5688,171,1896,4423,133,10,300,4,0,2305,404,0,5,0001-01-01T00:00:00+0000,,2020-01-15T15:00:00+0800,207000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
207,6,0,0,0,006mak0042,2,1,50,30,959,2397,72,1360,3400,102,1740,4350,131,10,200,4,0,1204,103,0,4,0001-01-01T00:00:00+0000,,2020-01-15T15:00:00+0800,208000,20,0,0,0,0,0,0,0,0,FALSE,,0,0,0
