mst_mission_id,mst_panel_mission_id,mst_idol_mission_id,mission_type,mst_mission_class_id,goal,option,option2,premise_mst_mission_id_list,reward_mst_item_id_list,reward_item_type_id_list,reward_amount_list,reward_mst_card_id_list,reward_mst_achievement_id_list,reward_mst_song_id_list,reward_resource_id_list,create_date,sort_id,jump_type,mission_operation_label,mst_mission_schedule_id,mst_panel_mission_sheet_id
20805,0,0,0,55,1,8,99,0,5108,22,1,0,0,0,,2022-01-28T03:56:31+0000,78,SongSelect,"2, 8",105,0
20806,0,0,0,57,1,582,-,0,5108,22,1,0,0,0,,2022-01-28T03:56:31+0000,84,IdolAwakening,"2, 8",105,0
20807,0,0,0,75,1,dress,8,0,5108,22,1,0,0,0,,2022-01-28T03:56:31+0000,87,CostumeCheck,"2, 8",105,0
20808,0,0,0,75,1,thirteen,8,0,5108,22,1,0,0,0,,2022-01-28T03:56:31+0000,81,SongSelect,"2, 8",105,0
20809,0,0,0,75,1,mobile,8,0,5108,22,1,0,0,0,,2022-01-28T03:56:31+0000,86,Home,"2, 8",105,0
20810,0,0,0,74,1,"25,26",8,0,5108,22,1,0,0,0,,2022-01-28T03:56:31+0000,82,IdolGift,"2, 8",105,0
20811,0,0,0,62,1,582,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,88,Home,"2, 8",105,0
20901,0,0,0,69,1,9,-,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,90,SongSelect,"2, 9",105,0
20902,0,0,0,68,1,9,-,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,91,SongSelect,"2, 9",105,0
20903,0,0,0,49,50,9,-,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,94,SongSelect,"2, 9",105,0
20904,0,0,0,63,1,9,-,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,96,StorySelect2,"2, 9",105,0
20905,0,0,0,55,1,9,99,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,89,SongSelect,"2, 9",105,0
20906,0,0,0,57,1,583,-,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,95,IdolAwakening,"2, 9",105,0
20907,0,0,0,75,1,dress,9,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,98,CostumeCheck,"2, 9",105,0
20908,0,0,0,75,1,thirteen,9,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,92,SongSelect,"2, 9",105,0
20909,0,0,0,75,1,mobile,9,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,97,Home,"2, 9",105,0
20910,0,0,0,74,1,"25,26",9,0,5109,22,1,0,0,0,,2022-01-28T03:56:31+0000,93,IdolGift,"2, 9",105,0
20911,0,0,0,62,1,583,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,99,Home,"2, 9",105,0
21001,0,0,0,69,1,10,-,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,101,SongSelect,"2, 10",105,0
21002,0,0,0,68,1,10,-,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,102,SongSelect,"2, 10",105,0
21003,0,0,0,49,50,10,-,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,105,SongSelect,"2, 10",105,0
21004,0,0,0,63,1,10,-,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,107,StorySelect2,"2, 10",105,0
21005,0,0,0,55,1,10,99,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,100,SongSelect,"2, 10",105,0
21006,0,0,0,57,1,584,-,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,106,IdolAwakening,"2, 10",105,0
21007,0,0,0,75,1,dress,10,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,109,CostumeCheck,"2, 10",105,0
21008,0,0,0,75,1,thirteen,10,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,103,SongSelect,"2, 10",105,0
21009,0,0,0,75,1,mobile,10,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,108,Home,"2, 10",105,0
21010,0,0,0,74,1,"25,26",10,0,5110,22,1,0,0,0,,2022-01-28T03:56:31+0000,104,IdolGift,"2, 10",105,0
21011,0,0,0,62,1,584,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,110,Home,"2, 10",105,0
21101,0,0,0,69,1,11,-,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,112,SongSelect,"2, 11",105,0
21102,0,0,0,68,1,11,-,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,113,SongSelect,"2, 11",105,0
21103,0,0,0,49,50,11,-,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,116,SongSelect,"2, 11",105,0
21104,0,0,0,63,1,11,-,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,118,StorySelect2,"2, 11",105,0
21105,0,0,0,55,1,11,99,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,111,SongSelect,"2, 11",105,0
21106,0,0,0,57,1,585,-,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,117,IdolAwakening,"2, 11",105,0
21107,0,0,0,75,1,dress,11,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,120,CostumeCheck,"2, 11",105,0
21108,0,0,0,75,1,thirteen,11,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,114,SongSelect,"2, 11",105,0
21109,0,0,0,75,1,mobile,11,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,119,Home,"2, 11",105,0
21110,0,0,0,74,1,"25,26",11,0,5111,22,1,0,0,0,,2022-01-28T03:56:31+0000,115,IdolGift,"2, 11",105,0
21111,0,0,0,62,1,585,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,121,Home,"2, 11",105,0
21201,0,0,0,69,1,12,-,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,123,SongSelect,"2, 12",105,0
21202,0,0,0,68,1,12,-,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,124,SongSelect,"2, 12",105,0
21203,0,0,0,49,50,12,-,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,127,SongSelect,"2, 12",105,0
21204,0,0,0,63,1,12,-,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,129,StorySelect2,"2, 12",105,0
21205,0,0,0,55,1,12,99,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,122,SongSelect,"2, 12",105,0
21206,0,0,0,57,1,586,-,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,128,IdolAwakening,"2, 12",105,0
21207,0,0,0,75,1,dress,12,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,131,CostumeCheck,"2, 12",105,0
21208,0,0,0,75,1,thirteen,12,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,125,SongSelect,"2, 12",105,0
21209,0,0,0,75,1,mobile,12,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,130,Home,"2, 12",105,0
21210,0,0,0,74,1,"25,26",12,0,5112,22,1,0,0,0,,2022-01-28T03:56:31+0000,126,IdolGift,"2, 12",105,0
21211,0,0,0,62,1,586,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,132,Home,"2, 12",105,0
21301,0,0,0,69,1,13,-,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,134,SongSelect,"2, 13",105,0
21302,0,0,0,68,1,13,-,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,135,SongSelect,"2, 13",105,0
21303,0,0,0,49,50,13,-,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,138,SongSelect,"2, 13",105,0
21304,0,0,0,63,1,13,-,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,140,StorySelect2,"2, 13",105,0
21305,0,0,0,55,1,13,99,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,133,SongSelect,"2, 13",105,0
21306,0,0,0,57,1,587,-,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,139,IdolAwakening,"2, 13",105,0
21307,0,0,0,75,1,dress,13,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,142,CostumeCheck,"2, 13",105,0
21308,0,0,0,75,1,thirteen,13,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,136,SongSelect,"2, 13",105,0
21309,0,0,0,75,1,mobile,13,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,141,Home,"2, 13",105,0
21310,0,0,0,74,1,"25,26",13,0,5113,22,1,0,0,0,,2022-01-28T03:56:31+0000,137,IdolGift,"2, 13",105,0
21311,0,0,0,62,1,587,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,143,Home,"2, 13",105,0
21401,0,0,0,69,1,14,-,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,145,SongSelect,"2, 14",105,0
21402,0,0,0,68,1,14,-,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,146,SongSelect,"2, 14",105,0
21403,0,0,0,49,50,14,-,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,149,SongSelect,"2, 14",105,0
21404,0,0,0,63,1,14,-,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,151,StorySelect2,"2, 14",105,0
21405,0,0,0,55,1,14,95,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,144,SongSelect,"2, 14",105,0
21406,0,0,0,57,1,588,-,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,150,IdolAwakening,"2, 14",105,0
21407,0,0,0,75,1,dress,14,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,153,CostumeCheck,"2, 14",105,0
21408,0,0,0,75,1,thirteen,14,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,147,SongSelect,"2, 14",105,0
21409,0,0,0,75,1,mobile,14,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,152,Home,"2, 14",105,0
21410,0,0,0,74,1,"25,26",14,0,5114,22,1,0,0,0,,2022-01-28T03:56:31+0000,148,IdolGift,"2, 14",105,0
21411,0,0,0,62,1,588,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,154,Home,"2, 14",105,0
21501,0,0,0,69,1,15,-,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,156,SongSelect,"2, 15",105,0
21502,0,0,0,68,1,15,-,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,157,SongSelect,"2, 15",105,0
21503,0,0,0,49,50,15,-,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,160,SongSelect,"2, 15",105,0
21504,0,0,0,63,1,15,-,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,162,StorySelect2,"2, 15",105,0
21505,0,0,0,55,1,15,75,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,155,SongSelect,"2, 15",105,0
21506,0,0,0,57,1,589,-,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,161,IdolAwakening,"2, 15",105,0
21507,0,0,0,75,1,dress,15,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,164,CostumeCheck,"2, 15",105,0
21508,0,0,0,75,1,thirteen,15,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,158,SongSelect,"2, 15",105,0
21509,0,0,0,75,1,mobile,15,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,163,Home,"2, 15",105,0
21510,0,0,0,74,1,"25,26",15,0,5115,22,1,0,0,0,,2022-01-28T03:56:31+0000,159,IdolGift,"2, 15",105,0
21511,0,0,0,62,1,589,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,165,Home,"2, 15",105,0
21601,0,0,0,69,1,16,-,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,167,SongSelect,"2, 16",105,0
21602,0,0,0,68,1,16,-,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,168,SongSelect,"2, 16",105,0
21603,0,0,0,49,50,16,-,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,171,SongSelect,"2, 16",105,0
21604,0,0,0,63,1,16,-,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,173,StorySelect2,"2, 16",105,0
21605,0,0,0,55,1,16,77,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,166,SongSelect,"2, 16",105,0
21606,0,0,0,57,1,590,-,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,172,IdolAwakening,"2, 16",105,0
21607,0,0,0,75,1,dress,16,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,175,CostumeCheck,"2, 16",105,0
21608,0,0,0,75,1,thirteen,16,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,169,SongSelect,"2, 16",105,0
21609,0,0,0,75,1,mobile,16,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,174,Home,"2, 16",105,0
21610,0,0,0,74,1,"25,26",16,0,5116,22,1,0,0,0,,2022-01-28T03:56:31+0000,170,IdolGift,"2, 16",105,0
21611,0,0,0,62,1,590,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,176,Home,"2, 16",105,0
21701,0,0,0,69,1,17,-,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,178,SongSelect,"2, 17",105,0
21702,0,0,0,68,1,17,-,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,179,SongSelect,"2, 17",105,0
21703,0,0,0,49,50,17,-,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,182,SongSelect,"2, 17",105,0
21704,0,0,0,63,1,17,-,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,184,StorySelect2,"2, 17",105,0
21705,0,0,0,55,1,17,95,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,177,SongSelect,"2, 17",105,0
21706,0,0,0,57,1,591,-,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,183,IdolAwakening,"2, 17",105,0
21707,0,0,0,75,1,dress,17,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,186,CostumeCheck,"2, 17",105,0
21708,0,0,0,75,1,thirteen,17,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,180,SongSelect,"2, 17",105,0
21709,0,0,0,75,1,mobile,17,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,185,Home,"2, 17",105,0
21710,0,0,0,74,1,"25,26",17,0,5117,22,1,0,0,0,,2022-01-28T03:56:31+0000,181,IdolGift,"2, 17",105,0
21711,0,0,0,62,1,591,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,187,Home,"2, 17",105,0
21801,0,0,0,69,1,18,-,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,189,SongSelect,"2, 18",105,0
21802,0,0,0,68,1,18,-,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,190,SongSelect,"2, 18",105,0
21803,0,0,0,49,50,18,-,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,193,SongSelect,"2, 18",105,0
21804,0,0,0,63,1,18,-,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,195,StorySelect2,"2, 18",105,0
21805,0,0,0,55,1,18,48,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,188,SongSelect,"2, 18",105,0
21806,0,0,0,57,1,592,-,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,194,IdolAwakening,"2, 18",105,0
21807,0,0,0,75,1,dress,18,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,197,CostumeCheck,"2, 18",105,0
21808,0,0,0,75,1,thirteen,18,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,191,SongSelect,"2, 18",105,0
21809,0,0,0,75,1,mobile,18,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,196,Home,"2, 18",105,0
21810,0,0,0,74,1,"25,26",18,0,5118,22,1,0,0,0,,2022-01-28T03:56:31+0000,192,IdolGift,"2, 18",105,0
21811,0,0,0,62,1,592,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,198,Home,"2, 18",105,0
21901,0,0,0,69,1,19,-,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,200,SongSelect,"2, 19",105,0
21902,0,0,0,68,1,19,-,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,201,SongSelect,"2, 19",105,0
21903,0,0,0,49,50,19,-,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,204,SongSelect,"2, 19",105,0
21904,0,0,0,63,1,19,-,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,206,StorySelect2,"2, 19",105,0
21905,0,0,0,55,1,19,60,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,199,SongSelect,"2, 19",105,0
21906,0,0,0,57,1,593,-,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,205,IdolAwakening,"2, 19",105,0
21907,0,0,0,75,1,dress,19,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,208,CostumeCheck,"2, 19",105,0
21908,0,0,0,75,1,thirteen,19,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,202,SongSelect,"2, 19",105,0
21909,0,0,0,75,1,mobile,19,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,207,Home,"2, 19",105,0
21910,0,0,0,74,1,"25,26",19,0,5119,22,1,0,0,0,,2022-01-28T03:56:31+0000,203,IdolGift,"2, 19",105,0
21911,0,0,0,62,1,593,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,209,Home,"2, 19",105,0
22001,0,0,0,69,1,20,-,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,211,SongSelect,"2, 20",105,0
22002,0,0,0,68,1,20,-,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,212,SongSelect,"2, 20",105,0
22003,0,0,0,49,50,20,-,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,215,SongSelect,"2, 20",105,0
22004,0,0,0,63,1,20,-,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,217,StorySelect2,"2, 20",105,0
22005,0,0,0,55,1,20,46,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,210,SongSelect,"2, 20",105,0
22006,0,0,0,57,1,594,-,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,216,IdolAwakening,"2, 20",105,0
22007,0,0,0,75,1,dress,20,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,219,CostumeCheck,"2, 20",105,0
22008,0,0,0,75,1,thirteen,20,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,213,SongSelect,"2, 20",105,0
22009,0,0,0,75,1,mobile,20,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,218,Home,"2, 20",105,0
22010,0,0,0,74,1,"25,26",20,0,5120,22,1,0,0,0,,2022-01-28T03:56:31+0000,214,IdolGift,"2, 20",105,0
22011,0,0,0,62,1,594,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,220,Home,"2, 20",105,0
22101,0,0,0,69,1,21,-,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,222,SongSelect,"2, 21",105,0
22102,0,0,0,68,1,21,-,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,223,SongSelect,"2, 21",105,0
22103,0,0,0,49,50,21,-,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,226,SongSelect,"2, 21",105,0
22104,0,0,0,63,1,21,-,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,228,StorySelect2,"2, 21",105,0
22105,0,0,0,55,1,21,81,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,221,SongSelect,"2, 21",105,0
22106,0,0,0,57,1,595,-,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,227,IdolAwakening,"2, 21",105,0
22107,0,0,0,75,1,dress,21,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,230,CostumeCheck,"2, 21",105,0
22108,0,0,0,75,1,thirteen,21,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,224,SongSelect,"2, 21",105,0
22109,0,0,0,75,1,mobile,21,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,229,Home,"2, 21",105,0
22110,0,0,0,74,1,"25,26",21,0,5121,22,1,0,0,0,,2022-01-28T03:56:31+0000,225,IdolGift,"2, 21",105,0
22111,0,0,0,62,1,595,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,231,Home,"2, 21",105,0
22201,0,0,0,69,1,22,-,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,233,SongSelect,"2, 22",105,0
22202,0,0,0,68,1,22,-,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,234,SongSelect,"2, 22",105,0
22203,0,0,0,49,50,22,-,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,237,SongSelect,"2, 22",105,0
22204,0,0,0,63,1,22,-,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,239,StorySelect2,"2, 22",105,0
22205,0,0,0,55,1,22,89,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,232,SongSelect,"2, 22",105,0
22206,0,0,0,57,1,596,-,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,238,IdolAwakening,"2, 22",105,0
22207,0,0,0,75,1,dress,22,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,241,CostumeCheck,"2, 22",105,0
22208,0,0,0,75,1,thirteen,22,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,235,SongSelect,"2, 22",105,0
22209,0,0,0,75,1,mobile,22,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,240,Home,"2, 22",105,0
22210,0,0,0,74,1,"25,26",22,0,5122,22,1,0,0,0,,2022-01-28T03:56:31+0000,236,IdolGift,"2, 22",105,0
22211,0,0,0,62,1,596,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,242,Home,"2, 22",105,0
22301,0,0,0,69,1,23,-,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,244,SongSelect,"2, 23",105,0
22302,0,0,0,68,1,23,-,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,245,SongSelect,"2, 23",105,0
22303,0,0,0,49,50,23,-,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,248,SongSelect,"2, 23",105,0
22304,0,0,0,63,1,23,-,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,250,StorySelect2,"2, 23",105,0
22305,0,0,0,55,1,23,77,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,243,SongSelect,"2, 23",105,0
22306,0,0,0,57,1,597,-,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,249,IdolAwakening,"2, 23",105,0
22307,0,0,0,75,1,dress,23,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,252,CostumeCheck,"2, 23",105,0
22308,0,0,0,75,1,thirteen,23,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,246,SongSelect,"2, 23",105,0
22309,0,0,0,75,1,mobile,23,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,251,Home,"2, 23",105,0
22310,0,0,0,74,1,"25,26",23,0,5123,22,1,0,0,0,,2022-01-28T03:56:31+0000,247,IdolGift,"2, 23",105,0
22311,0,0,0,62,1,597,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,253,Home,"2, 23",105,0
22401,0,0,0,69,1,24,-,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,255,SongSelect,"2, 24",105,0
22402,0,0,0,68,1,24,-,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,256,SongSelect,"2, 24",105,0
22403,0,0,0,49,50,24,-,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,259,SongSelect,"2, 24",105,0
22404,0,0,0,63,1,24,-,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,261,StorySelect2,"2, 24",105,0
22405,0,0,0,55,1,24,89,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,254,SongSelect,"2, 24",105,0
22406,0,0,0,57,1,598,-,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,260,IdolAwakening,"2, 24",105,0
22407,0,0,0,75,1,dress,24,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,263,CostumeCheck,"2, 24",105,0
22408,0,0,0,75,1,thirteen,24,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,257,SongSelect,"2, 24",105,0
22409,0,0,0,75,1,mobile,24,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,262,Home,"2, 24",105,0
22410,0,0,0,74,1,"25,26",24,0,5124,22,1,0,0,0,,2022-01-28T03:56:31+0000,258,IdolGift,"2, 24",105,0
22411,0,0,0,62,1,598,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,264,Home,"2, 24",105,0
22501,0,0,0,69,1,25,-,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,266,SongSelect,"2, 25",105,0
22502,0,0,0,68,1,25,-,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,267,SongSelect,"2, 25",105,0
22503,0,0,0,49,50,25,-,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,270,SongSelect,"2, 25",105,0
22504,0,0,0,63,1,25,-,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,272,StorySelect2,"2, 25",105,0
22505,0,0,0,55,1,25,86,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,265,SongSelect,"2, 25",105,0
22506,0,0,0,57,1,599,-,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,271,IdolAwakening,"2, 25",105,0
22507,0,0,0,75,1,dress,25,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,274,CostumeCheck,"2, 25",105,0
22508,0,0,0,75,1,thirteen,25,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,268,SongSelect,"2, 25",105,0
22509,0,0,0,75,1,mobile,25,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,273,Home,"2, 25",105,0
22510,0,0,0,74,1,"25,26",25,0,5125,22,1,0,0,0,,2022-01-28T03:56:31+0000,269,IdolGift,"2, 25",105,0
22511,0,0,0,62,1,599,-,0,3,1,100,0,0,0,,2022-01-28T03:56:31+0000,275,Home,"2, 25",105,0
22601,0,0,0,69,1,26,-,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,277,SongSelect,"2, 26",105,0
22602,0,0,0,68,1,26,-,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,278,SongSelect,"2, 26",105,0
22603,0,0,0,49,50,26,-,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,281,SongSelect,"2, 26",105,0
22604,0,0,0,63,1,26,-,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,283,StorySelect2,"2, 26",105,0
22605,0,0,0,55,1,26,51,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,276,SongSelect,"2, 26",105,0
22606,0,0,0,57,1,600,-,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,282,IdolAwakening,"2, 26",105,0
22607,0,0,0,75,1,dress,26,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,285,CostumeCheck,"2, 26",105,0
22608,0,0,0,75,1,thirteen,26,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,279,SongSelect,"2, 26",105,0
22609,0,0,0,75,1,mobile,26,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,284,Home,"2, 26",105,0
22610,0,0,0,74,1,"25,26",26,0,5126,22,1,0,0,0,,2022-01-28T03:56:31+0000,280,IdolGift,"2, 26",105,0
