card_id,user_id,mst_card_id,exp,level,vocal,vocal_diff,dance,dance_diff,visual,visual_diff,before_awakened_vocal,before_awakened_dance,before_awakened_visual,after_awakened_vocal,after_awakened_dance,after_awakened_visual,skill_level,skill_level_max,skill_probability,is_awakened,awakening_gauge,master_rank,create_date,is_new
d61029e4-005e-415a-8d4f-16e4b73d9d71_461,d61029e4005e415a8d4f16e4b73d9d71,461,120500,90,2914,17.9876543209877,8599,53.0802469135803,5762,35.5679012345679,2590,7644,5122,2914,8599,5762,10,10,40,1,400,0,2020-12-27T16:36:32+00:00,0
d61029e4-005e-415a-8d4f-16e4b73d9d71_287,d61029e4005e415a8d4f16e4b73d9d71,287,67500,80,3858,21.2333333333333,7048,38.8,5392,29.7,3858,7048,5392,4117,7522,5755,3,10,38,0,400,4,2020-06-02T18:11:40+00:00,0
2ae07eae-7c40-4764-8f58-dbbffe928676_194,2ae07eae7c4047648f58dbbffe928676,194,128750,90,8337,45.9567901234568,4512,24.8641975308642,6348,34.9876543209877,7510,4064,5718,8337,4512,6348,10,10,40,1,400,4,2019-12-27T13:54:55+00:00,0
2ae07eae-7c40-4764-8f58-dbbffe928676_574,2ae07eae7c4047648f58dbbffe928676,574,719500,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,10,10,40,1,400,4,2021-06-27T07:08:30+00:00,0
2ae07eae-7c40-4764-8f58-dbbffe928676_286,2ae07eae7c4047648f58dbbffe928676,286,88750,90,7841,43.2160493827161,4256,23.4567901234568,6053,33.3641975308642,7064,3834,5452,7841,4256,6053,10,10,45,1,400,4,2020-05-31T07:05:18+00:00,0
2ae07eae-7c40-4764-8f58-dbbffe928676_573,2ae07eae7c4047648f58dbbffe928676,573,853000,90,9611,52.9814814814815,3294,18.1604938271605,6465,35.6358024691358,8658,2968,5824,9611,3294,6465,10,10,40,1,400,4,2021-06-27T16:15:43+00:00,0
a8353898-7be2-4de5-858f-3c9b3cc6e460_118,a83538987be24de5858f3c9b3cc6e460,118,80000,90,4235,23.3518518518519,7770,42.8271604938272,6064,33.4320987654321,3814,7000,5462,4235,7770,6064,10,10,40,1,400,4,2020-02-27T16:09:23+00:00,0
a8353898-7be2-4de5-858f-3c9b3cc6e460_468,a83538987be24de5858f3c9b3cc6e460,468,118000,90,8685,47.858024691358,6222,34.2839506172839,3699,20.3888888888889,7824,5604,3332,8685,6222,3699,10,10,40,1,400,4,2021-01-12T07:05:07+00:00,0
a8353898-7be2-4de5-858f-3c9b3cc6e460_286,a83538987be24de5858f3c9b3cc6e460,286,118000,90,7841,43.2160493827161,4256,23.4567901234568,6053,33.3641975308642,7064,3834,5452,7841,4256,6053,10,10,45,1,400,4,2020-11-29T10:56:25+00:00,0
a8353898-7be2-4de5-858f-3c9b3cc6e460_574,a83538987be24de5858f3c9b3cc6e460,574,118000,90,3270,18.0123456790123,6464,35.6296296296296,9641,53.141975308642,2946,5822,8684,3270,6464,9641,10,10,40,1,400,4,2021-06-27T08:07:07+00:00,0
00752d36-4ba8-45b0-87e6-bd17b791f79c_194,00752d364ba845b087e6bd17b791f79c,194,165000,90,8337,45.9567901234568,4512,24.8641975308642,6348,34.9876543209877,7510,4064,5718,8337,4512,6348,10,10,40,1,400,4,2019-12-27T07:08:03+00:00,0
00752d36-4ba8-45b0-87e6-bd17b791f79c_356,00752d364ba845b087e6bd17b791f79c,356,226250,90,6279,34.6111111111111,4916,27.0864197530864,3376,18.6172839506173,5656,4428,3040,6279,4916,3376,5,10,40,1,300,4,2020-07-03T13:17:28+00:00,0
00752d36-4ba8-45b0-87e6-bd17b791f79c_9001,00752d364ba845b087e6bd17b791f79c,9001,81250,90,6032,33.2345679012346,4247,23.4012345679012,7855,43.3024691358025,5434,3826,7076,6032,4247,7855,6,10,36,1,400,4,2020-02-13T14:21:01+00:00,0
00752d36-4ba8-45b0-87e6-bd17b791f79c_230,00752d364ba845b087e6bd17b791f79c,230,512750,90,5152,28.3950617283951,6004,33.0864197530864,6931,38.1913580246914,4640,5408,6244,5152,6004,6931,10,10,40,1,400,4,2020-02-25T12:11:01+00:00,0
4ca1a91d-d539-4261-aded-beafc9d98b6e_572,4ca1a91dd5394261adedbeafc9d98b6e,572,142500,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T16:20:25+00:00,0
4ca1a91d-d539-4261-aded-beafc9d98b6e_461,4ca1a91dd5394261adedbeafc9d98b6e,461,79500,90,2914,17.9876543209877,8599,53.0802469135803,5762,35.5679012345679,2590,7644,5122,2914,8599,5762,5,10,35,1,400,0,2020-12-27T13:55:32+00:00,0
4ca1a91d-d539-4261-aded-beafc9d98b6e_250,4ca1a91dd5394261adedbeafc9d98b6e,250,117500,90,8256,45.5061728395062,6415,35.3518518518518,4545,25.0432098765432,7436,5778,4094,8256,6415,4545,10,10,40,1,400,4,2020-03-28T07:25:23+00:00,0
4ca1a91d-d539-4261-aded-beafc9d98b6e_109,4ca1a91dd5394261adedbeafc9d98b6e,109,117500,90,6009,33.1172839506173,4254,23.4444444444444,7840,43.2098765432099,5412,3832,7062,6009,4254,7840,10,10,40,1,400,4,2020-02-26T17:36:20+00:00,0
b4ea159b-2f9c-4046-b685-c75dbbb67346_137,b4ea159b2f9c4046b685c75dbbb67346,137,83500,90,7861,43.3148148148148,4261,23.4876543209876,5999,33.0555555555556,7082,3838,5404,7861,4261,5999,8,10,38,1,400,4,2019-11-03T15:53:11+00:00,0
b4ea159b-2f9c-4046-b685-c75dbbb67346_408,b4ea159b2f9c4046b685c75dbbb67346,408,141000,90,8573,52.9197530864198,5754,35.5185185185185,2928,18.0740740740741,7620,5114,2602,8573,5754,2928,7,10,37,1,400,0,2020-09-28T10:19:54+00:00,0
b4ea159b-2f9c-4046-b685-c75dbbb67346_260,b4ea159b2f9c4046b685c75dbbb67346,260,242250,90,4278,23.5679012345679,6013,33.141975308642,7856,43.3086419753086,3854,5416,7076,4278,6013,7856,9,10,39,1,400,4,2020-04-17T16:46:51+00:00,0
b4ea159b-2f9c-4046-b685-c75dbbb67346_304,b4ea159b2f9c4046b685c75dbbb67346,304,110000,90,5861,35.1234567901235,4144,24.8333333333333,7682,46.037037037037,5229,3697,6854,5861,4144,7682,10,10,40,1,400,1,2020-07-03T04:08:24+00:00,0
130b46a6-2e37-4dc8-918a-b349293b01c5_304,130b46a62e374dc8918ab349293b01c5,304,96000,90,6374,35.1234567901235,4507,24.8333333333333,8354,46.037037037037,5742,4060,7526,6374,4507,8354,10,10,40,1,400,4,2020-06-29T19:59:38+00:00,0
130b46a6-2e37-4dc8-918a-b349293b01c5_408,130b46a62e374dc8918ab349293b01c5,408,116500,90,8573,52.9197530864198,5754,35.5185185185185,2928,18.0740740740741,7620,5114,2602,8573,5754,2928,10,10,40,1,400,0,2020-09-28T09:51:51+00:00,0
130b46a6-2e37-4dc8-918a-b349293b01c5_462,130b46a62e374dc8918ab349293b01c5,462,99000,90,5745,35.462962962963,2920,18.0246913580247,8598,53.0740740740741,5106,2596,7642,5745,2920,8598,8,10,38,1,400,0,2020-12-25T12:42:54+00:00,0
130b46a6-2e37-4dc8-918a-b349293b01c5_572,130b46a62e374dc8918ab349293b01c5,572,118000,90,2943,18.1666666666667,8608,53.1358024691358,5777,35.6604938271605,2616,7652,5136,2943,8608,5777,8,10,38,1,400,0,2021-06-27T20:13:16+00:00,0
130b46a6-2e37-4dc8-918a-b349293b01c5_492,130b46a62e374dc8918ab349293b01c5,492,108500,90,8745,48.2037037037037,6232,34.3456790123457,3821,21.0679012345679,7878,5614,3442,8745,6232,3821,5,10,35,1,400,4,2021-02-20T16:33:31+00:00,0
0b581128-503b-4870-9ff5-129544aae1e8_59,0b581128503b48709ff5129544aae1e8,59,24400,50,2546,27.288,5007,53.652,3727,39.924,2092,4112,3062,2546,5007,3727,1,10,31,1,200,4,2020-09-10T09:46:50+00:00,0
0b581128-503b-4870-9ff5-129544aae1e8_573,0b581128503b48709ff5129544aae1e8,573,120000,90,8583,52.9814814814815,2942,18.1604938271605,5773,35.6358024691358,7630,2616,5132,8583,2942,5773,4,10,34,1,400,0,2021-06-27T09:34:05+00:00,0
0b581128-503b-4870-9ff5-129544aae1e8_362,0b581128503b48709ff5129544aae1e8,362,118000,90,7861,43.3148148148148,6048,33.3333333333333,4232,23.3333333333333,7082,5448,3812,7861,6048,4232,7,10,37,1,400,4,2021-01-12T09:27:33+00:00,0
0b581128-503b-4870-9ff5-129544aae1e8_572,0b581128503b48709ff5129544aae1e8,572,132000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-28T21:52:02+00:00,0
f43413fe-ba4a-4173-b831-738fc41e2abc_9001,f43413feba4a4173b831738fc41e2abc,9001,95000,90,6032,33.2345679012346,4247,23.4012345679012,7855,43.3024691358025,5434,3826,7076,6032,4247,7855,4,10,34,1,400,4,2020-04-13T16:11:01+00:00,0
f43413fe-ba4a-4173-b831-738fc41e2abc_107,f43413feba4a4173b831738fc41e2abc,107,117500,90,5366,33.1234567901235,3974,24.5308641975309,6851,42.2901234567901,4770,3532,6090,5366,3974,6851,5,10,35,1,400,0,2020-04-18T07:18:59+00:00,0
f43413fe-ba4a-4173-b831-738fc41e2abc_408,f43413feba4a4173b831738fc41e2abc,408,118000,90,9087,52.9197530864198,6100,35.5185185185185,3104,18.0740740740741,8134,5460,2778,9087,6100,3104,10,10,40,1,400,2,2020-09-28T16:01:10+00:00,0
f43413fe-ba4a-4173-b831-738fc41e2abc_9003,f43413feba4a4173b831738fc41e2abc,9003,79500,90,7866,43.3456790123457,5994,33.0246913580247,4232,23.3333333333333,7086,5400,3812,7866,5994,4232,10,10,40,1,400,4,2020-01-17T15:45:51+00:00,0
f43413fe-ba4a-4173-b831-738fc41e2abc_516,f43413feba4a4173b831738fc41e2abc,516,102000,90,2928,18.0740740740741,5760,35.5555555555556,8583,52.9814814814815,2602,5120,7630,2928,5760,8583,5,10,35,1,400,0,2021-03-29T16:04:15+00:00,0
1a1fd17a-86da-4c3c-abea-ed28c2e0c994_9003,1a1fd17a86da4c3cabeaed28c2e0c994,9003,107900,90,7866,43.3456790123457,5994,33.0246913580247,4232,23.3333333333333,7086,5400,3812,7866,5994,4232,10,10,40,1,400,4,2019-08-30T11:31:58+00:00,0
1a1fd17a-86da-4c3c-abea-ed28c2e0c994_196,1a1fd17a86da4c3cabeaed28c2e0c994,196,476000,90,6062,33.4197530864198,7851,43.2777777777778,4281,23.5864197530864,5460,7072,3856,6062,7851,4281,10,10,40,1,400,4,2020-01-01T16:22:18+00:00,0
1a1fd17a-86da-4c3c-abea-ed28c2e0c994_110,1a1fd17a86da4c3cabeaed28c2e0c994,110,105000,90,7803,43.0061728395062,6007,33.1049382716049,4258,23.4691358024691,7028,5412,3836,7803,6007,4258,10,10,40,1,400,4,2020-01-06T16:29:48+00:00,0
1a1fd17a-86da-4c3c-abea-ed28c2e0c994_189,1a1fd17a86da4c3cabeaed28c2e0c994,189,107500,90,7801,42.9938271604938,6008,33.1111111111111,4257,23.462962962963,7028,5412,3834,7801,6008,4257,10,10,40,1,400,4,2019-12-27T07:02:47+00:00,0
1a1fd17a-86da-4c3c-abea-ed28c2e0c994_287,1a1fd17a86da4c3cabeaed28c2e0c994,287,85000,90,3822,23.5925925925926,6984,43.1111111111111,5346,33.0,3398,6208,4752,3822,6984,5346,3,10,38,1,400,0,2020-06-29T08:13:34+00:00,0
bf44ab62-53e8-457a-a4fa-b672b6600d28_462,bf44ab6253e8457aa4fab672b6600d28,462,540000,90,6433,35.462962962963,3272,18.0246913580247,9630,53.0740740740741,5794,2948,8674,6433,3272,9630,10,10,40,1,400,4,2020-12-26T16:08:28+00:00,0
bf44ab62-53e8-457a-a4fa-b672b6600d28_461,bf44ab6253e8457aa4fab672b6600d28,461,120500,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-26T16:11:25+00:00,0
bf44ab62-53e8-457a-a4fa-b672b6600d28_305,bf44ab6253e8457aa4fab672b6600d28,305,88750,90,4035,24.9074074074074,7440,45.9259259259259,5700,35.1851851851852,3586,6614,5066,4035,7440,5700,4,10,34,1,400,0,2020-12-26T16:07:25+00:00,0
bf44ab62-53e8-457a-a4fa-b672b6600d28_239,bf44ab6253e8457aa4fab672b6600d28,239,48000,70,4937,35.9918367346939,3432,25.0122448979592,6314,46.0244897959184,4308,2994,5508,4937,3432,6314,1,10,26,1,300,4,2020-03-17T09:47:09+00:00,0
4dda1a4d-0c64-4d9c-adbe-4bceb751a72d_9001,4dda1a4d0c644d9cadbe4bceb751a72d,9001,106500,90,6194,33.2345679012346,4361,23.4012345679012,8065,43.3024691358025,5596,3940,7286,6194,4361,8065,12,12,50,1,400,5,2019-08-30T13:04:01+00:00,0
4dda1a4d-0c64-4d9c-adbe-4bceb751a72d_572,4dda1a4d0c644d9cadbe4bceb751a72d,572,347000,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-07-02T16:04:45+00:00,0
4dda1a4d-0c64-4d9c-adbe-4bceb751a72d_664,4dda1a4d0c644d9cadbe4bceb751a72d,664,106000,90,6262,34.5061728395062,4440,24.4691358024691,8092,44.5925925925926,5640,4000,7290,6262,4440,8092,10,10,40,1,400,4,2021-08-31T16:13:47+00:00,0
d272a8b4-8fba-4c55-a364-5b0bdea1860f_543,d272a8b48fba4c55a3645b0bdea1860f,543,137750,90,6294,34.679012345679,8815,48.5864197530864,3833,21.1172839506173,5670,7940,3452,6294,8815,3833,10,10,40,1,400,4,2021-07-14T04:06:19+00:00,0
d272a8b4-8fba-4c55-a364-5b0bdea1860f_461,d272a8b48fba4c55a3645b0bdea1860f,461,94100,90,3262,17.9876543209877,9631,53.0802469135803,6454,35.5679012345679,2938,8676,5814,3262,9631,6454,10,10,40,1,400,4,2020-12-25T07:52:48+00:00,0
d272a8b4-8fba-4c55-a364-5b0bdea1860f_151,d272a8b48fba4c55a3645b0bdea1860f,151,79500,90,7803,43.0061728395062,4254,23.4444444444444,6005,33.0925925925926,7028,3832,5410,7803,4254,6005,5,10,35,1,400,4,2020-07-07T16:04:43+00:00,0
d272a8b4-8fba-4c55-a364-5b0bdea1860f_572,d272a8b48fba4c55a3645b0bdea1860f,572,279750,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-28T16:18:11+00:00,0
255c3a9a-0104-4464-b885-7e0c7b3476e1_514,255c3a9a01044464b8857e0c7b3476e1,514,80000,90,5765,35.5864197530864,8591,53.0308641975309,2928,18.0740740740741,5124,7636,2602,5765,8591,2928,10,10,40,1,400,0,2021-03-31T01:20:46+00:00,0
255c3a9a-0104-4464-b885-7e0c7b3476e1_515,255c3a9a01044464b8857e0c7b3476e1,515,80000,90,8593,53.0432098765432,2930,18.0864197530864,5743,35.4506172839506,7638,2604,5104,8593,2930,5743,10,10,40,1,400,0,2021-04-01T16:54:43+00:00,0
255c3a9a-0104-4464-b885-7e0c7b3476e1_250,255c3a9a01044464b8857e0c7b3476e1,250,118000,90,7372,45.5061728395062,5727,35.3518518518518,4057,25.0432098765432,6552,5090,3606,7372,5727,4057,10,10,40,1,400,0,2020-03-28T07:54:29+00:00,0
255c3a9a-0104-4464-b885-7e0c7b3476e1_9001,255c3a9a01044464b8857e0c7b3476e1,9001,121600,90,5384,33.2345679012346,3791,23.4012345679012,7015,43.3024691358025,4786,3370,6236,5384,3791,7015,10,10,40,1,400,0,2019-08-30T06:51:26+00:00,0
255c3a9a-0104-4464-b885-7e0c7b3476e1_593,255c3a9a01044464b8857e0c7b3476e1,593,0,1,1805,19.5123456790123,3427,37.0864197530864,2607,28.2098765432099,1803,3423,2604,1805,3427,2607,1,10,31,1,300,4,2021-07-15T11:00:00+00:00,0
11fc6baf-c55b-4b85-a280-4e933424d9d9_567,11fc6bafc55b4b85a2804e933424d9d9,567,195000,90,3436,21.2098765432099,5620,34.6913580246914,7869,48.5740740740741,3054,4996,6994,3436,5620,7869,6,10,36,1,400,0,2021-06-19T07:02:01+00:00,0
11fc6baf-c55b-4b85-a280-4e933424d9d9_574,11fc6bafc55b4b85a2804e933424d9d9,574,117500,90,2918,18.0123456790123,5772,35.6296296296296,8609,53.141975308642,2594,5130,7652,2918,5772,8609,5,10,35,1,400,0,2021-06-28T16:10:12+00:00,0
11fc6baf-c55b-4b85-a280-4e933424d9d9_572,11fc6bafc55b4b85a2804e933424d9d9,572,141500,90,3295,18.1666666666667,9640,53.1358024691358,6469,35.6604938271605,2968,8684,5828,3295,9640,6469,10,10,40,1,400,4,2021-06-27T07:10:24+00:00,0
4fbaa339-4d6e-46e3-aa83-eaed084e2531_515,4fbaa3394d6e46e3aa83eaed084e2531,515,507000,90,8593,53.0432098765432,2930,18.0864197530864,5743,35.4506172839506,7638,2604,5104,8593,2930,5743,10,10,40,1,400,0,2021-03-29T09:40:36+00:00,0
4fbaa339-4d6e-46e3-aa83-eaed084e2531_516,4fbaa3394d6e46e3aa83eaed084e2531,516,508250,90,2928,18.0740740740741,5760,35.5555555555556,8583,52.9814814814815,2602,5120,7630,2928,5760,8583,10,10,40,1,400,0,2021-03-29T09:40:36+00:00,0
4fbaa339-4d6e-46e3-aa83-eaed084e2531_462,4fbaa3394d6e46e3aa83eaed084e2531,462,1081500,90,5745,35.462962962963,2920,18.0246913580247,8598,53.0740740740741,5106,2596,7642,5745,2920,8598,10,10,40,1,400,0,2020-12-25T20:34:51+00:00,0
4fbaa339-4d6e-46e3-aa83-eaed084e2531_574,4fbaa3394d6e46e3aa83eaed084e2531,574,102500,90,2918,18.0123456790123,5772,35.6296296296296,8609,53.141975308642,2594,5130,7652,2918,5772,8609,10,10,40,1,400,0,2021-06-30T09:07:00+00:00,0
4fbaa339-4d6e-46e3-aa83-eaed084e2531_567,4fbaa3394d6e46e3aa83eaed084e2531,567,662500,90,3848,21.2098765432099,6296,34.6913580246914,8813,48.5740740740741,3466,5672,7938,3848,6296,8813,10,10,40,1,400,4,2021-06-19T11:51:51+00:00,0
7976ff23-e6ca-499f-8a4b-5bc7b4473189_9003,7976ff23e6ca499f8a4b5bc7b4473189,9003,114000,90,8077,43.3456790123457,6155,33.0246913580247,4345,23.3333333333333,7297,5561,3925,8077,6155,4345,10,12,40,1,400,5,2019-08-31T15:11:35+00:00,0
7976ff23-e6ca-499f-8a4b-5bc7b4473189_189,7976ff23e6ca499f8a4b5bc7b4473189,189,115000,90,6965,42.9938271604938,5364,33.1111111111111,3801,23.462962962963,6192,4768,3378,6965,5364,3801,4,10,34,1,400,0,2019-12-21T07:01:10+00:00,0
7976ff23-e6ca-499f-8a4b-5bc7b4473189_9002,7976ff23e6ca499f8a4b5bc7b4473189,9002,112500,90,6164,33.0802469135802,8088,43.4135802469136,4361,23.4012345679012,5569,7307,3940,6164,8088,4361,10,12,40,1,400,5,2019-12-29T02:31:42+00:00,0
7976ff23-e6ca-499f-8a4b-5bc7b4473189_194,7976ff23e6ca499f8a4b5bc7b4473189,194,123750,90,7445,45.9567901234568,4028,24.8641975308642,5668,34.9876543209877,6618,3580,5038,7445,4028,5668,6,10,36,1,400,0,2019-12-27T07:22:53+00:00,0
7976ff23-e6ca-499f-8a4b-5bc7b4473189_564,7976ff23e6ca499f8a4b5bc7b4473189,564,48000,70,3196,26.0897959183673,4575,37.3469387755102,5921,48.334693877551,2740,3922,5076,3196,4575,5921,1,10,31,1,300,0,2021-06-12T10:25:11+00:00,0
f7330b48-55d9-42ed-9b09-c4743ac54668_195,f7330b4855d942ed9b09c4743ac54668,195,125750,90,3996,24.6666666666667,5737,35.4135802469136,7417,45.783950617284,3552,5100,6592,3996,5737,7417,4,10,34,1,400,0,2019-12-27T16:16:47+00:00,0
f7330b48-55d9-42ed-9b09-c4743ac54668_9001,f7330b4855d942ed9b09c4743ac54668,9001,83000,90,6194,33.2345679012346,4361,23.4012345679012,8065,43.3024691358025,5596,3940,7286,6194,4361,8065,8,12,38,1,400,5,2019-09-07T09:52:38+00:00,0
f7330b48-55d9-42ed-9b09-c4743ac54668_409,f7330b4855d942ed9b09c4743ac54668,409,93000,90,6452,35.5555555555556,9578,52.7777777777778,3216,17.7283950617284,5812,8628,2896,6452,9578,3216,10,10,40,1,400,4,2020-10-01T16:15:09+00:00,0
f7330b48-55d9-42ed-9b09-c4743ac54668_118,f7330b4855d942ed9b09c4743ac54668,118,79500,90,4235,23.3518518518519,7770,42.8271604938272,6064,33.4320987654321,3814,7000,5462,4235,7770,6064,10,10,40,1,400,4,2019-09-07T09:54:07+00:00,0
f7330b48-55d9-42ed-9b09-c4743ac54668_466,f7330b4855d942ed9b09c4743ac54668,466,91250,70,3957,28.8408163265306,5554,40.4734693877551,7182,52.3591836734694,3452,4846,6266,3957,5554,7182,4,10,39,1,300,4,2021-01-12T15:15:27+00:00,0
f2e963b4-3f9f-4a47-94c8-9db4c1505e51_303,f2e963b43f9f4a4794c89db4c1505e51,303,128000,90,7421,45.8086419753086,4024,24.8395061728395,5727,35.3518518518518,6596,3576,5090,7421,4024,5727,5,10,35,1,400,0,2020-07-03T00:17:00+00:00,0
f2e963b4-3f9f-4a47-94c8-9db4c1505e51_461,f2e963b43f9f4a4794c89db4c1505e51,461,118500,90,3088,17.9876543209877,9115,53.0802469135803,6108,35.5679012345679,2764,8160,5468,3088,9115,6108,6,10,36,1,400,2,2020-12-25T12:02:38+00:00,0
f2e963b4-3f9f-4a47-94c8-9db4c1505e51_195,f2e963b43f9f4a4794c89db4c1505e51,195,118500,90,3996,24.6666666666667,5737,35.4135802469136,7417,45.783950617284,3552,5100,6592,3996,5737,7417,10,10,40,1,400,0,2019-12-29T22:23:49+00:00,0
f2e963b4-3f9f-4a47-94c8-9db4c1505e51_121,f2e963b43f9f4a4794c89db4c1505e51,121,83500,90,7018,43.320987654321,3745,23.1172839506173,5357,33.0679012345679,6238,3328,4762,7018,3745,5357,4,10,34,1,400,0,2019-08-30T04:51:24+00:00,0
ab9753f7-4c1a-4d0a-8243-7e3b7a4cc7c2_572,ab9753f74c1a4d0a82437e3b7a4cc7c2,572,90000,90,3207,18.1666666666667,9382,53.1358024691358,6296,35.6604938271605,2880,8426,5655,3207,9382,6296,10,10,40,1,400,3,2021-06-29T10:43:10+00:00,0
ab9753f7-4c1a-4d0a-8243-7e3b7a4cc7c2_573,ab9753f74c1a4d0a82437e3b7a4cc7c2,573,288000,90,9097,52.9814814814815,3118,18.1604938271605,6119,35.6358024691358,8144,2792,5478,9097,3118,6119,8,10,38,1,400,2,2021-06-27T08:20:48+00:00,0
ab9753f7-4c1a-4d0a-8243-7e3b7a4cc7c2_222,ab9753f74c1a4d0a82437e3b7a4cc7c2,222,107500,90,4278,23.5679012345679,7808,43.037037037037,6062,33.4197530864198,3854,7034,5460,4278,7808,6062,10,10,40,1,400,4,2021-07-31T11:11:23+00:00,0
8ec21411-8eeb-4823-9e6a-b7c2beb00683_9003,8ec214118eeb48239e6ab7c2beb00683,9003,80000,90,8077,43.3456790123457,6155,33.0246913580247,4345,23.3333333333333,7297,5561,3925,8077,6155,4345,3,12,33,1,400,5,2020-01-02T08:53:13+00:00,0
8ec21411-8eeb-4823-9e6a-b7c2beb00683_103,8ec214118eeb48239e6ab7c2beb00683,103,79300,90,5912,32.5925925925926,7836,43.1851851851852,4381,24.1543209876543,5326,7058,3946,5912,7836,4381,4,10,34,1,400,4,2020-01-31T15:06:59+00:00,0
8ec21411-8eeb-4823-9e6a-b7c2beb00683_183,8ec214118eeb48239e6ab7c2beb00683,183,80000,90,5980,32.962962962963,7811,43.0555555555556,4270,23.5432098765432,5386,7036,3846,5980,7811,4270,5,10,35,1,400,4,2020-07-02T16:09:32+00:00,0
8ec21411-8eeb-4823-9e6a-b7c2beb00683_461,8ec214118eeb48239e6ab7c2beb00683,461,80000,90,3088,17.9876543209877,9115,53.0802469135803,6108,35.5679012345679,2764,8160,5468,3088,9115,6108,5,10,35,1,400,2,2020-12-25T18:00:28+00:00,0
8ec21411-8eeb-4823-9e6a-b7c2beb00683_457,8ec214118eeb48239e6ab7c2beb00683,457,0,1,1694,31.665306122449,1960,36.6204081632653,2256,42.1714285714286,1690,1955,2251,1694,1960,2256,1,10,31,1,300,0,2021-01-07T04:00:03+00:00,0
c816e4e8-961b-4939-a34f-200234fecabc_9001,c816e4e8961b4939a34f200234fecabc,9001,130250,90,6194,33.2345679012346,4361,23.4012345679012,8065,43.3024691358025,5596,3940,7286,6194,4361,8065,12,12,50,1,400,5,2019-09-17T01:55:19+00:00,0
c816e4e8-961b-4939-a34f-200234fecabc_9002,c816e4e8961b4939a34f200234fecabc,9002,117500,90,6164,33.0802469135802,8088,43.4135802469136,4361,23.4012345679012,5569,7307,3940,6164,8088,4361,12,12,50,1,400,5,2020-04-18T15:15:49+00:00,0
c816e4e8-961b-4939-a34f-200234fecabc_9003,c816e4e8961b4939a34f200234fecabc,9003,117500,90,8077,43.3456790123457,6155,33.0246913580247,4345,23.3333333333333,7297,5561,3925,8077,6155,4345,12,12,50,1,400,5,2020-01-01T11:55:16+00:00,0
c816e4e8-961b-4939-a34f-200234fecabc_409,c816e4e8961b4939a34f200234fecabc,409,534500,90,6452,35.5555555555556,9578,52.7777777777778,3216,17.7283950617284,5812,8628,2896,6452,9578,3216,10,10,40,1,400,4,2020-09-28T16:19:54+00:00,0
c816e4e8-961b-4939-a34f-200234fecabc_547,c816e4e8961b4939a34f200234fecabc,547,593500,70,4402,32.0816326530612,5838,42.5632653061225,5077,37.0040816326531,3840,5094,4430,4402,5838,5077,10,10,35,1,300,4,2021-05-13T07:28:22+00:00,0
a11fe244-e8dd-47f6-8d4f-ba2010684d61_509,a11fe244e8dd47f68d4fba2010684d61,509,175000,90,3823,21.0802469135802,6265,34.5246913580247,8736,48.1481481481482,3444,5644,7870,3823,6265,8736,10,10,40,1,400,4,2021-03-19T07:03:35+00:00,0
a11fe244-e8dd-47f6-8d4f-ba2010684d61_462,a11fe244e8dd47f68d4fba2010684d61,462,335500,90,5745,35.462962962963,2920,18.0246913580247,8598,53.0740740740741,5106,2596,7642,5745,2920,8598,10,10,40,1,400,0,2020-12-25T16:45:23+00:00,0
a11fe244-e8dd-47f6-8d4f-ba2010684d61_461,a11fe244e8dd47f68d4fba2010684d61,461,265000,90,2914,17.9876543209877,8599,53.0802469135803,5762,35.5679012345679,2590,7644,5122,2914,8599,5762,10,10,40,1,400,0,2020-12-25T11:10:55+00:00,0
a11fe244-e8dd-47f6-8d4f-ba2010684d61_573,a11fe244e8dd47f68d4fba2010684d61,573,538000,90,9611,52.9814814814815,3294,18.1604938271605,6465,35.6358024691358,8658,2968,5824,9611,3294,6465,10,10,40,1,400,4,2021-06-30T16:12:52+00:00,0
e030c4dd-5470-43c2-a1bd-4fbd89025ecf_461,e030c4dd547043c2a1bd4fbd89025ecf,461,83500,90,3001,17.9876543209877,8857,53.0802469135803,5935,35.5679012345679,2677,7902,5295,3001,8857,5935,10,10,40,1,400,1,2021-03-31T05:50:23+00:00,0
e030c4dd-5470-43c2-a1bd-4fbd89025ecf_195,e030c4dd547043c2a1bd4fbd89025ecf,195,88900,90,3996,24.6666666666667,5737,35.4135802469136,7417,45.783950617284,3552,5100,6592,3996,5737,7417,7,10,37,1,400,0,2019-12-27T15:12:13+00:00,0
