id_,idol_type,card_id
73915f436a334547989b407be22a6b88,3,73915f43-6a33-4547-989b-407be22a6b88_574
73915f436a334547989b407be22a6b88,1,73915f43-6a33-4547-989b-407be22a6b88_462
73915f436a334547989b407be22a6b88,2,73915f43-6a33-4547-989b-407be22a6b88_461
73915f436a334547989b407be22a6b88,4,73915f43-6a33-4547-989b-407be22a6b88_574
f68bb12314334198bde0a2ea913b1063,2,f68bb123-1433-4198-bde0-a2ea913b1063_107
f68bb12314334198bde0a2ea913b1063,3,f68bb123-1433-4198-bde0-a2ea913b1063_516
f68bb12314334198bde0a2ea913b1063,1,f68bb123-1433-4198-bde0-a2ea913b1063_503
f68bb12314334198bde0a2ea913b1063,4,f68bb123-1433-4198-bde0-a2ea913b1063_516
ef68a357ead541e08c7891ad794557f7,3,ef68a357-ead5-41e0-8c78-91ad794557f7_408
ef68a357ead541e08c7891ad794557f7,1,ef68a357-ead5-41e0-8c78-91ad794557f7_462
ef68a357ead541e08c7891ad794557f7,2,ef68a357-ead5-41e0-8c78-91ad794557f7_461
ef68a357ead541e08c7891ad794557f7,4,ef68a357-ead5-41e0-8c78-91ad794557f7_572
cc714976cd3943f18b50c73a4bd5b6e9,2,cc714976-cd39-43f1-8b50-c73a4bd5b6e9_304
cc714976cd3943f18b50c73a4bd5b6e9,3,cc714976-cd39-43f1-8b50-c73a4bd5b6e9_305
cc714976cd3943f18b50c73a4bd5b6e9,1,cc714976-cd39-43f1-8b50-c73a4bd5b6e9_303
cc714976cd3943f18b50c73a4bd5b6e9,4,cc714976-cd39-43f1-8b50-c73a4bd5b6e9_461
1d69c16476c14416b8c95c985e6cb934,2,1d69c164-76c1-4416-b8c9-5c985e6cb934_461
1d69c16476c14416b8c95c985e6cb934,3,1d69c164-76c1-4416-b8c9-5c985e6cb934_362
1d69c16476c14416b8c95c985e6cb934,1,1d69c164-76c1-4416-b8c9-5c985e6cb934_497
1d69c16476c14416b8c95c985e6cb934,4,1d69c164-76c1-4416-b8c9-5c985e6cb934_461
2aa970dcd32946e0be123ef449fdbbf3,1,2aa970dc-d329-46e0-be12-3ef449fdbbf3_572
2aa970dcd32946e0be123ef449fdbbf3,2,2aa970dc-d329-46e0-be12-3ef449fdbbf3_304
2aa970dcd32946e0be123ef449fdbbf3,3,2aa970dc-d329-46e0-be12-3ef449fdbbf3_572
2aa970dcd32946e0be123ef449fdbbf3,4,2aa970dc-d329-46e0-be12-3ef449fdbbf3_304
99482eff5aea4aa3bb943decd17e5804,2,99482eff-5aea-4aa3-bb94-3decd17e5804_304
99482eff5aea4aa3bb943decd17e5804,3,99482eff-5aea-4aa3-bb94-3decd17e5804_9003
99482eff5aea4aa3bb943decd17e5804,1,99482eff-5aea-4aa3-bb94-3decd17e5804_109
99482eff5aea4aa3bb943decd17e5804,4,99482eff-5aea-4aa3-bb94-3decd17e5804_109
e0386565207f446fa74645a7ebb907a4,3,e0386565-207f-446f-a746-45a7ebb907a4_305
e0386565207f446fa74645a7ebb907a4,1,e0386565-207f-446f-a746-45a7ebb907a4_251
e0386565207f446fa74645a7ebb907a4,2,e0386565-207f-446f-a746-45a7ebb907a4_409
e0386565207f446fa74645a7ebb907a4,4,e0386565-207f-446f-a746-45a7ebb907a4_251
de6bfb8a573349d9b63d189fab74c3e6,3,de6bfb8a-5733-49d9-b63d-189fab74c3e6_574
de6bfb8a573349d9b63d189fab74c3e6,1,de6bfb8a-5733-49d9-b63d-189fab74c3e6_462
de6bfb8a573349d9b63d189fab74c3e6,2,de6bfb8a-5733-49d9-b63d-189fab74c3e6_573
de6bfb8a573349d9b63d189fab74c3e6,4,de6bfb8a-5733-49d9-b63d-189fab74c3e6_572
ebd201a37c504629b8e4f877ae5923dc,3,ebd201a3-7c50-4629-b8e4-f877ae5923dc_305
ebd201a37c504629b8e4f877ae5923dc,1,ebd201a3-7c50-4629-b8e4-f877ae5923dc_572
ebd201a37c504629b8e4f877ae5923dc,2,ebd201a3-7c50-4629-b8e4-f877ae5923dc_409
ebd201a37c504629b8e4f877ae5923dc,4,ebd201a3-7c50-4629-b8e4-f877ae5923dc_572
bb41c7a9e9f74b72ba670c7c07f8c62f,1,bb41c7a9-e9f7-4b72-ba67-0c7c07f8c62f_104
bb41c7a9e9f74b72ba670c7c07f8c62f,2,bb41c7a9-e9f7-4b72-ba67-0c7c07f8c62f_105
bb41c7a9e9f74b72ba670c7c07f8c62f,3,bb41c7a9-e9f7-4b72-ba67-0c7c07f8c62f_106
bb41c7a9e9f74b72ba670c7c07f8c62f,4,bb41c7a9-e9f7-4b72-ba67-0c7c07f8c62f_572
de87fcec94e9431c982957012c111fb3,2,de87fcec-94e9-431c-9829-57012c111fb3_461
de87fcec94e9431c982957012c111fb3,3,de87fcec-94e9-431c-9829-57012c111fb3_408
de87fcec94e9431c982957012c111fb3,1,de87fcec-94e9-431c-9829-57012c111fb3_391
de87fcec94e9431c982957012c111fb3,4,de87fcec-94e9-431c-9829-57012c111fb3_572
a36782f7d92f48e986a169d590592f91,2,a36782f7-d92f-48e9-86a1-69d590592f91_409
a36782f7d92f48e986a169d590592f91,3,a36782f7-d92f-48e9-86a1-69d590592f91_250
a36782f7d92f48e986a169d590592f91,1,a36782f7-d92f-48e9-86a1-69d590592f91_303
a36782f7d92f48e986a169d590592f91,4,a36782f7-d92f-48e9-86a1-69d590592f91_277
ff0652d4cbc34d7ea1bc35b54262f6c5,1,ff0652d4-cbc3-4d7e-a1bc-35b54262f6c5_514
ff0652d4cbc34d7ea1bc35b54262f6c5,2,ff0652d4-cbc3-4d7e-a1bc-35b54262f6c5_515
ff0652d4cbc34d7ea1bc35b54262f6c5,3,ff0652d4-cbc3-4d7e-a1bc-35b54262f6c5_408
ff0652d4cbc34d7ea1bc35b54262f6c5,4,ff0652d4-cbc3-4d7e-a1bc-35b54262f6c5_686
cd06cf34e4784b73a3d49082f872cdba,2,cd06cf34-e478-4b73-a3d4-9082f872cdba_409
cd06cf34e4784b73a3d49082f872cdba,3,cd06cf34-e478-4b73-a3d4-9082f872cdba_486
cd06cf34e4784b73a3d49082f872cdba,1,cd06cf34-e478-4b73-a3d4-9082f872cdba_303
cd06cf34e4784b73a3d49082f872cdba,4,cd06cf34-e478-4b73-a3d4-9082f872cdba_250
aa94dfec57eb419095e4b5edb48803ea,3,aa94dfec-57eb-4190-95e4-b5edb48803ea_250
aa94dfec57eb419095e4b5edb48803ea,1,aa94dfec-57eb-4190-95e4-b5edb48803ea_303
aa94dfec57eb419095e4b5edb48803ea,2,aa94dfec-57eb-4190-95e4-b5edb48803ea_461
aa94dfec57eb419095e4b5edb48803ea,4,aa94dfec-57eb-4190-95e4-b5edb48803ea_266
bc7552f3d08d4b51b8c8f1bf76700f99,2,bc7552f3-d08d-4b51-b8c8-f1bf76700f99_137
bc7552f3d08d4b51b8c8f1bf76700f99,3,bc7552f3-d08d-4b51-b8c8-f1bf76700f99_233
bc7552f3d08d4b51b8c8f1bf76700f99,1,bc7552f3-d08d-4b51-b8c8-f1bf76700f99_121
bc7552f3d08d4b51b8c8f1bf76700f99,4,bc7552f3-d08d-4b51-b8c8-f1bf76700f99_121
8fcf99efdf7f4aeda1414e7cf9563cb5,2,8fcf99ef-df7f-4aed-a141-4e7cf9563cb5_304
8fcf99efdf7f4aeda1414e7cf9563cb5,3,8fcf99ef-df7f-4aed-a141-4e7cf9563cb5_9003
8fcf99efdf7f4aeda1414e7cf9563cb5,1,8fcf99ef-df7f-4aed-a141-4e7cf9563cb5_303
8fcf99efdf7f4aeda1414e7cf9563cb5,4,8fcf99ef-df7f-4aed-a141-4e7cf9563cb5_196
0081b854333e4f9b88d315480163dda4,1,0081b854-333e-4f9b-88d3-15480163dda4_303
0081b854333e4f9b88d315480163dda4,2,0081b854-333e-4f9b-88d3-15480163dda4_194
0081b854333e4f9b88d315480163dda4,3,0081b854-333e-4f9b-88d3-15480163dda4_408
0081b854333e4f9b88d315480163dda4,4,0081b854-333e-4f9b-88d3-15480163dda4_194
a8ad7a51808b40debea448777535eb6d,1,a8ad7a51-808b-40de-bea4-48777535eb6d_251
a8ad7a51808b40debea448777535eb6d,2,a8ad7a51-808b-40de-bea4-48777535eb6d_213
a8ad7a51808b40debea448777535eb6d,3,a8ad7a51-808b-40de-bea4-48777535eb6d_233
a8ad7a51808b40debea448777535eb6d,4,a8ad7a51-808b-40de-bea4-48777535eb6d_303
67792e110929405f9686f7de96e357b1,3,67792e11-0929-405f-9686-f7de96e357b1_408
67792e110929405f9686f7de96e357b1,1,67792e11-0929-405f-9686-f7de96e357b1_391
67792e110929405f9686f7de96e357b1,2,67792e11-0929-405f-9686-f7de96e357b1_461
67792e110929405f9686f7de96e357b1,4,67792e11-0929-405f-9686-f7de96e357b1_233
4d84606413d8444fbfebd5caf18be5cc,2,4d846064-13d8-444f-bfeb-d5caf18be5cc_685
4d84606413d8444fbfebd5caf18be5cc,3,4d846064-13d8-444f-bfeb-d5caf18be5cc_305
4d84606413d8444fbfebd5caf18be5cc,1,4d846064-13d8-444f-bfeb-d5caf18be5cc_686
4d84606413d8444fbfebd5caf18be5cc,4,4d846064-13d8-444f-bfeb-d5caf18be5cc_685
c0614d7ea27b444f9b4ea54e16f1d5c6,1,c0614d7e-a27b-444f-9b4e-a54e16f1d5c6_196
c0614d7ea27b444f9b4ea54e16f1d5c6,2,c0614d7e-a27b-444f-9b4e-a54e16f1d5c6_409
c0614d7ea27b444f9b4ea54e16f1d5c6,3,c0614d7e-a27b-444f-9b4e-a54e16f1d5c6_408
c0614d7ea27b444f9b4ea54e16f1d5c6,4,c0614d7e-a27b-444f-9b4e-a54e16f1d5c6_409
94bc337a50fc4fb5875560af6f3c392c,2,94bc337a-50fc-4fb5-8755-60af6f3c392c_408
94bc337a50fc4fb5875560af6f3c392c,3,94bc337a-50fc-4fb5-8755-60af6f3c392c_408
94bc337a50fc4fb5875560af6f3c392c,1,94bc337a-50fc-4fb5-8755-60af6f3c392c_408
94bc337a50fc4fb5875560af6f3c392c,4,94bc337a-50fc-4fb5-8755-60af6f3c392c_408
5c1f78f38d524d35b4c28870ad475eb3,3,5c1f78f3-8d52-4d35-b4c2-8870ad475eb3_408
5c1f78f38d524d35b4c28870ad475eb3,1,5c1f78f3-8d52-4d35-b4c2-8870ad475eb3_462
5c1f78f38d524d35b4c28870ad475eb3,2,5c1f78f3-8d52-4d35-b4c2-8870ad475eb3_304
5c1f78f38d524d35b4c28870ad475eb3,4,5c1f78f3-8d52-4d35-b4c2-8870ad475eb3_462
841f7e6a90324da6a0f42d93f9d9303a,2,841f7e6a-9032-4da6-a0f4-2d93f9d9303a_409
841f7e6a90324da6a0f42d93f9d9303a,3,841f7e6a-9032-4da6-a0f4-2d93f9d9303a_9003
841f7e6a90324da6a0f42d93f9d9303a,1,841f7e6a-9032-4da6-a0f4-2d93f9d9303a_121
841f7e6a90324da6a0f42d93f9d9303a,4,841f7e6a-9032-4da6-a0f4-2d93f9d9303a_572
f595063a7ee34ffa95223b97fe0750e8,2,f595063a-7ee3-4ffa-9522-3b97fe0750e8_461
f595063a7ee34ffa95223b97fe0750e8,3,f595063a-7ee3-4ffa-9522-3b97fe0750e8_408
f595063a7ee34ffa95223b97fe0750e8,1,f595063a-7ee3-4ffa-9522-3b97fe0750e8_462
f595063a7ee34ffa95223b97fe0750e8,4,f595063a-7ee3-4ffa-9522-3b97fe0750e8_9003
9997198ad6ee4c5f9ec1806e0b52484e,3,9997198a-d6ee-4c5f-9ec1-806e0b52484e_486
9997198ad6ee4c5f9ec1806e0b52484e,1,9997198a-d6ee-4c5f-9ec1-806e0b52484e_572
9997198ad6ee4c5f9ec1806e0b52484e,2,9997198a-d6ee-4c5f-9ec1-806e0b52484e_409
9997198ad6ee4c5f9ec1806e0b52484e,4,9997198a-d6ee-4c5f-9ec1-806e0b52484e_572
8725e541d3f647d9bb360a1904a34606,3,8725e541-d3f6-47d9-bb36-0a1904a34606_250
8725e541d3f647d9bb360a1904a34606,1,8725e541-d3f6-47d9-bb36-0a1904a34606_462
8725e541d3f647d9bb360a1904a34606,2,8725e541-d3f6-47d9-bb36-0a1904a34606_409
8725e541d3f647d9bb360a1904a34606,4,8725e541-d3f6-47d9-bb36-0a1904a34606_109
61ff4427fed942329a3df2a1a545375d,3,61ff4427-fed9-4232-9a3d-f2a1a545375d_574
61ff4427fed942329a3df2a1a545375d,1,61ff4427-fed9-4232-9a3d-f2a1a545375d_572
61ff4427fed942329a3df2a1a545375d,2,61ff4427-fed9-4232-9a3d-f2a1a545375d_409
61ff4427fed942329a3df2a1a545375d,4,61ff4427-fed9-4232-9a3d-f2a1a545375d_572
0a1ee1731d024090b4878736154c857b,1,0a1ee173-1d02-4090-b487-8736154c857b_572
0a1ee1731d024090b4878736154c857b,2,0a1ee173-1d02-4090-b487-8736154c857b_515
0a1ee1731d024090b4878736154c857b,3,0a1ee173-1d02-4090-b487-8736154c857b_516
0a1ee1731d024090b4878736154c857b,4,0a1ee173-1d02-4090-b487-8736154c857b_515
8e157a9f9f4349deb98d44a54a02a56f,2,8e157a9f-9f43-49de-b98d-44a54a02a56f_304
8e157a9f9f4349deb98d44a54a02a56f,3,8e157a9f-9f43-49de-b98d-44a54a02a56f_574
8e157a9f9f4349deb98d44a54a02a56f,1,8e157a9f-9f43-49de-b98d-44a54a02a56f_462
8e157a9f9f4349deb98d44a54a02a56f,4,8e157a9f-9f43-49de-b98d-44a54a02a56f_213
7dbf64425c614e178ac9915e84d17706,2,7dbf6442-5c61-4e17-8ac9-915e84d17706_515
7dbf64425c614e178ac9915e84d17706,3,7dbf6442-5c61-4e17-8ac9-915e84d17706_516
7dbf64425c614e178ac9915e84d17706,1,7dbf6442-5c61-4e17-8ac9-915e84d17706_514
7dbf64425c614e178ac9915e84d17706,4,7dbf6442-5c61-4e17-8ac9-915e84d17706_573
6dcde1eb0ef24feaa0347ed0c14a1ea7,3,6dcde1eb-0ef2-4fea-a034-7ed0c14a1ea7_307
6dcde1eb0ef24feaa0347ed0c14a1ea7,1,6dcde1eb-0ef2-4fea-a034-7ed0c14a1ea7_251
6dcde1eb0ef24feaa0347ed0c14a1ea7,2,6dcde1eb-0ef2-4fea-a034-7ed0c14a1ea7_304
6dcde1eb0ef24feaa0347ed0c14a1ea7,4,6dcde1eb-0ef2-4fea-a034-7ed0c14a1ea7_304
6da42478498c49f69af5652c9bfc3e89,3,6da42478-498c-49f6-9af5-652c9bfc3e89_178
6da42478498c49f69af5652c9bfc3e89,1,6da42478-498c-49f6-9af5-652c9bfc3e89_178
6da42478498c49f69af5652c9bfc3e89,2,6da42478-498c-49f6-9af5-652c9bfc3e89_178
6da42478498c49f69af5652c9bfc3e89,4,6da42478-498c-49f6-9af5-652c9bfc3e89_178
cc1171b0f0c54c6c9aa198f09a96e320,1,cc1171b0-f0c5-4c6c-9aa1-98f09a96e320_514
cc1171b0f0c54c6c9aa198f09a96e320,2,cc1171b0-f0c5-4c6c-9aa1-98f09a96e320_461
cc1171b0f0c54c6c9aa198f09a96e320,3,cc1171b0-f0c5-4c6c-9aa1-98f09a96e320_408
cc1171b0f0c54c6c9aa198f09a96e320,4,cc1171b0-f0c5-4c6c-9aa1-98f09a96e320_574
a43a2965328146e7b029066f2a464106,2,a43a2965-3281-46e7-b029-066f2a464106_461
a43a2965328146e7b029066f2a464106,3,a43a2965-3281-46e7-b029-066f2a464106_574
a43a2965328146e7b029066f2a464106,1,a43a2965-3281-46e7-b029-066f2a464106_462
a43a2965328146e7b029066f2a464106,4,a43a2965-3281-46e7-b029-066f2a464106_572
55cf02f320a1439ca6cb62e127074c4c,2,55cf02f3-20a1-439c-a6cb-62e127074c4c_409
55cf02f320a1439ca6cb62e127074c4c,3,55cf02f3-20a1-439c-a6cb-62e127074c4c_574
55cf02f320a1439ca6cb62e127074c4c,1,55cf02f3-20a1-439c-a6cb-62e127074c4c_109
55cf02f320a1439ca6cb62e127074c4c,4,55cf02f3-20a1-439c-a6cb-62e127074c4c_574
18af35221ad74547a30d251f5b30ecde,2,18af3522-1ad7-4547-a30d-251f5b30ecde_573
18af35221ad74547a30d251f5b30ecde,3,18af3522-1ad7-4547-a30d-251f5b30ecde_574
18af35221ad74547a30d251f5b30ecde,1,18af3522-1ad7-4547-a30d-251f5b30ecde_572
18af35221ad74547a30d251f5b30ecde,4,18af3522-1ad7-4547-a30d-251f5b30ecde_572
d27902ff55dc4c63a050d7f25ef443b2,2,d27902ff-55dc-4c63-a050-d7f25ef443b2_461
d27902ff55dc4c63a050d7f25ef443b2,3,d27902ff-55dc-4c63-a050-d7f25ef443b2_408
d27902ff55dc4c63a050d7f25ef443b2,1,d27902ff-55dc-4c63-a050-d7f25ef443b2_462
d27902ff55dc4c63a050d7f25ef443b2,4,d27902ff-55dc-4c63-a050-d7f25ef443b2_572
84496a89f1cc46e388865ebc89753492,2,84496a89-f1cc-46e3-8886-5ebc89753492_409
84496a89f1cc46e388865ebc89753492,3,84496a89-f1cc-46e3-8886-5ebc89753492_574
84496a89f1cc46e388865ebc89753492,1,84496a89-f1cc-46e3-8886-5ebc89753492_514
84496a89f1cc46e388865ebc89753492,4,84496a89-f1cc-46e3-8886-5ebc89753492_233
bd47b7569ebd46f3bf011da139eea8eb,3,bd47b756-9ebd-46f3-bf01-1da139eea8eb_287
bd47b7569ebd46f3bf011da139eea8eb,1,bd47b756-9ebd-46f3-bf01-1da139eea8eb_179
bd47b7569ebd46f3bf011da139eea8eb,2,bd47b756-9ebd-46f3-bf01-1da139eea8eb_409
bd47b7569ebd46f3bf011da139eea8eb,4,bd47b756-9ebd-46f3-bf01-1da139eea8eb_468
a24b1add795f4cd980cc084b86341702,1,a24b1add-795f-4cd9-80cc-084b86341702_9001
a24b1add795f4cd980cc084b86341702,2,a24b1add-795f-4cd9-80cc-084b86341702_461
a24b1add795f4cd980cc084b86341702,3,a24b1add-795f-4cd9-80cc-084b86341702_516
a24b1add795f4cd980cc084b86341702,4,a24b1add-795f-4cd9-80cc-084b86341702_461
7f97cd12bc83495dbec6d5b43cbb64ea,2,7f97cd12-bc83-495d-bec6-d5b43cbb64ea_304
7f97cd12bc83495dbec6d5b43cbb64ea,3,7f97cd12-bc83-495d-bec6-d5b43cbb64ea_233
7f97cd12bc83495dbec6d5b43cbb64ea,1,7f97cd12-bc83-495d-bec6-d5b43cbb64ea_196
7f97cd12bc83495dbec6d5b43cbb64ea,4,7f97cd12-bc83-495d-bec6-d5b43cbb64ea_304
75ce08386c2a4ae2b1834e2a3822cbc8,1,75ce0838-6c2a-4ae2-b183-4e2a3822cbc8_9001
75ce08386c2a4ae2b1834e2a3822cbc8,2,75ce0838-6c2a-4ae2-b183-4e2a3822cbc8_461
75ce08386c2a4ae2b1834e2a3822cbc8,3,75ce0838-6c2a-4ae2-b183-4e2a3822cbc8_9003
75ce08386c2a4ae2b1834e2a3822cbc8,4,75ce0838-6c2a-4ae2-b183-4e2a3822cbc8_409
6db9801b0d654df5b0093b2212d58baf,2,6db9801b-0d65-4df5-b009-3b2212d58baf_149
6db9801b0d654df5b0093b2212d58baf,3,6db9801b-0d65-4df5-b009-3b2212d58baf_9003
6db9801b0d654df5b0093b2212d58baf,1,6db9801b-0d65-4df5-b009-3b2212d58baf_103
6db9801b0d654df5b0093b2212d58baf,4,6db9801b-0d65-4df5-b009-3b2212d58baf_277
dade1da8ab674d0ebc0b71f36d5c7610,3,dade1da8-ab67-4d0e-bc0b-71f36d5c7610_574
dade1da8ab674d0ebc0b71f36d5c7610,1,dade1da8-ab67-4d0e-bc0b-71f36d5c7610_686
dade1da8ab674d0ebc0b71f36d5c7610,2,dade1da8-ab67-4d0e-bc0b-71f36d5c7610_685
dade1da8ab674d0ebc0b71f36d5c7610,4,dade1da8-ab67-4d0e-bc0b-71f36d5c7610_462
78aa088287944345be759ba859f721b6,1,78aa0882-8794-4345-be75-9ba859f721b6_103
78aa088287944345be759ba859f721b6,2,78aa0882-8794-4345-be75-9ba859f721b6_222
78aa088287944345be759ba859f721b6,3,78aa0882-8794-4345-be75-9ba859f721b6_287
78aa088287944345be759ba859f721b6,4,78aa0882-8794-4345-be75-9ba859f721b6_572
7d29c929f1784a0286d3f45015dfc581,2,7d29c929-f178-4a02-86d3-f45015dfc581_118
7d29c929f1784a0286d3f45015dfc581,3,7d29c929-f178-4a02-86d3-f45015dfc581_307
7d29c929f1784a0286d3f45015dfc581,1,7d29c929-f178-4a02-86d3-f45015dfc581_650
7d29c929f1784a0286d3f45015dfc581,4,7d29c929-f178-4a02-86d3-f45015dfc581_574
e68a704f32ac409f80b817abda8eb237,3,e68a704f-32ac-409f-80b8-17abda8eb237_195
e68a704f32ac409f80b817abda8eb237,1,e68a704f-32ac-409f-80b8-17abda8eb237_9001
e68a704f32ac409f80b817abda8eb237,2,e68a704f-32ac-409f-80b8-17abda8eb237_409
e68a704f32ac409f80b817abda8eb237,4,e68a704f-32ac-409f-80b8-17abda8eb237_572
9a20c60ccc904ef397d2fc233a908fd6,2,9a20c60c-cc90-4ef3-97d2-fc233a908fd6_379
9a20c60ccc904ef397d2fc233a908fd6,3,9a20c60c-cc90-4ef3-97d2-fc233a908fd6_408
9a20c60ccc904ef397d2fc233a908fd6,1,9a20c60c-cc90-4ef3-97d2-fc233a908fd6_514
9a20c60ccc904ef397d2fc233a908fd6,4,9a20c60c-cc90-4ef3-97d2-fc233a908fd6_572
2bf078d886af4642b376cd202dd2ed8d,2,2bf078d8-86af-4642-b376-cd202dd2ed8d_515
2bf078d886af4642b376cd202dd2ed8d,3,2bf078d8-86af-4642-b376-cd202dd2ed8d_408
2bf078d886af4642b376cd202dd2ed8d,1,2bf078d8-86af-4642-b376-cd202dd2ed8d_514
2bf078d886af4642b376cd202dd2ed8d,4,2bf078d8-86af-4642-b376-cd202dd2ed8d_572
76ce83c78183415a99980048d3cb0bd3,3,76ce83c7-8183-415a-9998-0048d3cb0bd3_305
76ce83c78183415a99980048d3cb0bd3,1,76ce83c7-8183-415a-9998-0048d3cb0bd3_514
76ce83c78183415a99980048d3cb0bd3,2,76ce83c7-8183-415a-9998-0048d3cb0bd3_572
76ce83c78183415a99980048d3cb0bd3,4,76ce83c7-8183-415a-9998-0048d3cb0bd3_572
a299d669e37740118287c93877b752bd,1,a299d669-e377-4011-8287-c93877b752bd_251
a299d669e37740118287c93877b752bd,2,a299d669-e377-4011-8287-c93877b752bd_538
a299d669e37740118287c93877b752bd,3,a299d669-e377-4011-8287-c93877b752bd_305
a299d669e37740118287c93877b752bd,4,a299d669-e377-4011-8287-c93877b752bd_195
509475bec2534293848f4353379603d6,3,509475be-c253-4293-848f-4353379603d6_195
509475bec2534293848f4353379603d6,1,509475be-c253-4293-848f-4353379603d6_133
509475bec2534293848f4353379603d6,2,509475be-c253-4293-848f-4353379603d6_213
509475bec2534293848f4353379603d6,4,509475be-c253-4293-848f-4353379603d6_251
9516b6f8b4874ea8addad87fda95491d,2,9516b6f8-b487-4ea8-adda-d87fda95491d_461
9516b6f8b4874ea8addad87fda95491d,3,9516b6f8-b487-4ea8-adda-d87fda95491d_516
9516b6f8b4874ea8addad87fda95491d,1,9516b6f8-b487-4ea8-adda-d87fda95491d_514
9516b6f8b4874ea8addad87fda95491d,4,9516b6f8-b487-4ea8-adda-d87fda95491d_574
d1f2a045295741c5aa2014bcff150521,2,d1f2a045-2957-41c5-aa20-14bcff150521_409
d1f2a045295741c5aa2014bcff150521,3,d1f2a045-2957-41c5-aa20-14bcff150521_305
d1f2a045295741c5aa2014bcff150521,1,d1f2a045-2957-41c5-aa20-14bcff150521_572
d1f2a045295741c5aa2014bcff150521,4,d1f2a045-2957-41c5-aa20-14bcff150521_573
e254b6c3bc2e41a5b7906716958351b6,3,e254b6c3-bc2e-41a5-b790-6716958351b6_498
e254b6c3bc2e41a5b7906716958351b6,1,e254b6c3-bc2e-41a5-b790-6716958351b6_411
e254b6c3bc2e41a5b7906716958351b6,2,e254b6c3-bc2e-41a5-b790-6716958351b6_544
e254b6c3bc2e41a5b7906716958351b6,4,e254b6c3-bc2e-41a5-b790-6716958351b6_544
f32d70ff96e642299df75c6bcd2e9e76,2,f32d70ff-96e6-4229-9df7-5c6bcd2e9e76_137
f32d70ff96e642299df75c6bcd2e9e76,3,f32d70ff-96e6-4229-9df7-5c6bcd2e9e76_108
f32d70ff96e642299df75c6bcd2e9e76,1,f32d70ff-96e6-4229-9df7-5c6bcd2e9e76_9001
f32d70ff96e642299df75c6bcd2e9e76,4,f32d70ff-96e6-4229-9df7-5c6bcd2e9e76_137
a717dce12b894abc88ada57149fc36c9,2,a717dce1-2b89-4abc-88ad-a57149fc36c9_196
a717dce12b894abc88ada57149fc36c9,3,a717dce1-2b89-4abc-88ad-a57149fc36c9_9003
a717dce12b894abc88ada57149fc36c9,1,a717dce1-2b89-4abc-88ad-a57149fc36c9_213
a717dce12b894abc88ada57149fc36c9,4,a717dce1-2b89-4abc-88ad-a57149fc36c9_178
f07db83352f44b22b336d50212e4b7a9,1,f07db833-52f4-4b22-b336-d50212e4b7a9_251
f07db83352f44b22b336d50212e4b7a9,2,f07db833-52f4-4b22-b336-d50212e4b7a9_194
f07db83352f44b22b336d50212e4b7a9,3,f07db833-52f4-4b22-b336-d50212e4b7a9_115
f07db83352f44b22b336d50212e4b7a9,4,f07db833-52f4-4b22-b336-d50212e4b7a9_303
6df0dd6f06504e48a19c5cd0b21cfbb8,2,6df0dd6f-0650-4e48-a19c-5cd0b21cfbb8_9002
6df0dd6f06504e48a19c5cd0b21cfbb8,3,6df0dd6f-0650-4e48-a19c-5cd0b21cfbb8_408
6df0dd6f06504e48a19c5cd0b21cfbb8,1,6df0dd6f-0650-4e48-a19c-5cd0b21cfbb8_260
6df0dd6f06504e48a19c5cd0b21cfbb8,4,6df0dd6f-0650-4e48-a19c-5cd0b21cfbb8_9002
80c1683e9d2f48e1a0a61595d52749cf,2,80c1683e-9d2f-48e1-a0a6-1595d52749cf_105
80c1683e9d2f48e1a0a61595d52749cf,3,80c1683e-9d2f-48e1-a0a6-1595d52749cf_195
80c1683e9d2f48e1a0a61595d52749cf,1,80c1683e-9d2f-48e1-a0a6-1595d52749cf_303
80c1683e9d2f48e1a0a61595d52749cf,4,80c1683e-9d2f-48e1-a0a6-1595d52749cf_556
c5df75bd982441509369626079dff076,1,c5df75bd-9824-4150-9369-626079dff076_361
c5df75bd982441509369626079dff076,2,c5df75bd-9824-4150-9369-626079dff076_242
c5df75bd982441509369626079dff076,3,c5df75bd-9824-4150-9369-626079dff076_516
c5df75bd982441509369626079dff076,4,c5df75bd-9824-4150-9369-626079dff076_105
5116bb6772d645028feeb9b437a91ef8,3,5116bb67-72d6-4502-8fee-b9b437a91ef8_486
5116bb6772d645028feeb9b437a91ef8,1,5116bb67-72d6-4502-8fee-b9b437a91ef8_251
5116bb6772d645028feeb9b437a91ef8,2,5116bb67-72d6-4502-8fee-b9b437a91ef8_567
5116bb6772d645028feeb9b437a91ef8,4,5116bb67-72d6-4502-8fee-b9b437a91ef8_483
d4214e99c7844190aba9290ea1aa1f05,2,d4214e99-c784-4190-aba9-290ea1aa1f05_463
d4214e99c7844190aba9290ea1aa1f05,3,d4214e99-c784-4190-aba9-290ea1aa1f05_408
d4214e99c7844190aba9290ea1aa1f05,1,d4214e99-c784-4190-aba9-290ea1aa1f05_462
d4214e99c7844190aba9290ea1aa1f05,4,d4214e99-c784-4190-aba9-290ea1aa1f05_233
05a4828993eb45eb9da27ff2d2352422,1,05a48289-93eb-45eb-9da2-7ff2d2352422_572
05a4828993eb45eb9da27ff2d2352422,2,05a48289-93eb-45eb-9da2-7ff2d2352422_461
05a4828993eb45eb9da27ff2d2352422,3,05a48289-93eb-45eb-9da2-7ff2d2352422_305
