mst_mission_id,mst_panel_mission_id,mst_idol_mission_id,mst_panel_mission_sheet_id,mst_item_id,item_type_id,amount,mst_card_id,mst_achievement_id,mst_song_id,resource_id
24907,0,0,,5149,22,1,,0,,
24908,0,0,,5149,22,1,,0,,
24909,0,0,,5149,22,1,,0,,
24910,0,0,,5149,22,1,,0,,
24911,0,0,,3,1,100,,0,,
25001,0,0,,5150,22,1,,0,,
25002,0,0,,5150,22,1,,0,,
25003,0,0,,5150,22,1,,0,,
25004,0,0,,5150,22,1,,0,,
25005,0,0,,5150,22,1,,0,,
25006,0,0,,5150,22,1,,0,,
25007,0,0,,5150,22,1,,0,,
25008,0,0,,5150,22,1,,0,,
25009,0,0,,5150,22,1,,0,,
25010,0,0,,5150,22,1,,0,,
25011,0,0,,3,1,100,,0,,
25101,0,0,,5151,22,1,,0,,
25102,0,0,,5151,22,1,,0,,
25103,0,0,,5151,22,1,,0,,
25104,0,0,,5151,22,1,,0,,
25105,0,0,,5151,22,1,,0,,
25106,0,0,,5151,22,1,,0,,
25107,0,0,,5151,22,1,,0,,
25108,0,0,,5151,22,1,,0,,
25109,0,0,,5151,22,1,,0,,
25110,0,0,,5151,22,1,,0,,
25111,0,0,,3,1,100,,0,,
25201,0,0,,5152,22,1,,0,,
25202,0,0,,5152,22,1,,0,,
25203,0,0,,5152,22,1,,0,,
25204,0,0,,5152,22,1,,0,,
25205,0,0,,5152,22,1,,0,,
25206,0,0,,5152,22,1,,0,,
25207,0,0,,5152,22,1,,0,,
25208,0,0,,5152,22,1,,0,,
25209,0,0,,5152,22,1,,0,,
25210,0,0,,5152,22,1,,0,,
25211,0,0,,3,1,100,,0,,
0,1,0,,20,6,1,,0,,
0,2,0,,405,2,3000,,0,,
0,3,0,,20,6,1,,0,,
0,4,0,,405,2,3000,,0,,
0,5,0,,20,6,1,,0,,
0,6,0,,20,6,1,,0,,
0,7,0,,403,2,1000,,0,,
0,8,0,,403,2,1000,,0,,
0,9,0,,404,2,2000,,0,,
0,10,0,,301,9,1,,0,,
0,11,0,,21,6,1,,0,,
0,12,0,,404,2,2000,,0,,
0,13,0,,20,6,1,,0,,
0,14,0,,201,8,1,,0,,
0,15,0,,21,6,1,,0,,
0,16,0,,407,2,5000,,0,,
0,17,0,,22,6,1,,0,,
0,18,0,,407,2,5000,,0,,
0,19,0,,405,2,3000,,0,,
0,20,0,,100,7,1,,0,,
0,21,0,,405,2,3000,,0,,
0,22,0,,22,6,1,,0,,
0,23,0,,403,2,1000,,0,,
0,24,0,,23,6,1,,0,,
0,25,0,,3,1,250,,0,,
0,26,0,,22,6,1,,0,,
0,27,0,,407,2,5000,,0,,
0,0,1,,0,0,1,,27,,achievement_027
0,0,2,,0,0,1,,28,,achievement_028
0,0,3,,0,0,1,,29,,achievement_029
0,0,4,,0,0,1,,30,,achievement_030
0,0,5,,0,0,1,,31,,achievement_031
0,0,6,,0,0,1,,32,,achievement_032
0,0,7,,0,0,1,,33,,achievement_033
0,0,8,,0,0,1,,34,,achievement_034
0,0,9,,0,0,1,,35,,achievement_035
0,0,10,,0,0,1,,36,,achievement_036
0,0,11,,0,0,1,,37,,achievement_037
0,0,12,,0,0,1,,38,,achievement_038
0,0,13,,0,0,1,,39,,achievement_039
0,0,14,,0,0,1,,40,,achievement_040
0,0,15,,0,0,1,,41,,achievement_041
0,0,16,,0,0,1,,42,,achievement_042
0,0,17,,0,0,1,,43,,achievement_043
0,0,18,,0,0,1,,44,,achievement_044
0,0,19,,0,0,1,,45,,achievement_045
0,0,20,,0,0,1,,46,,achievement_046
0,0,21,,0,0,1,,47,,achievement_047
0,0,22,,0,0,1,,48,,achievement_048
0,0,23,,0,0,1,,49,,achievement_049
0,0,24,,0,0,1,,50,,achievement_050
0,0,25,,0,0,1,,51,,achievement_051
0,0,26,,0,0,1,,52,,achievement_052
0,0,27,,0,0,1,,53,,achievement_053
0,0,28,,0,0,1,,54,,achievement_054
0,0,29,,0,0,1,,55,,achievement_055
0,0,30,,0,0,1,,56,,achievement_056
0,0,31,,0,0,1,,57,,achievement_057
0,0,32,,0,0,1,,58,,achievement_058
0,0,33,,0,0,1,,59,,achievement_059
0,0,34,,0,0,1,,60,,achievement_060
0,0,35,,0,0,1,,61,,achievement_061
0,0,36,,0,0,1,,62,,achievement_062
0,0,37,,0,0,1,,63,,achievement_063
0,0,38,,0,0,1,,64,,achievement_064
0,0,39,,0,0,1,,65,,achievement_065
0,0,40,,0,0,1,,66,,achievement_066
0,0,41,,0,0,1,,67,,achievement_067
0,0,42,,0,0,1,,68,,achievement_068
0,0,43,,0,0,1,,69,,achievement_069
0,0,44,,0,0,1,,70,,achievement_070
0,0,45,,0,0,1,,71,,achievement_071
0,0,46,,0,0,1,,72,,achievement_072
0,0,47,,0,0,1,,73,,achievement_073
0,0,48,,0,0,1,,74,,achievement_074
0,0,49,,0,0,1,,75,,achievement_075
0,0,50,,0,0,1,,76,,achievement_076
0,0,51,,0,0,1,,77,,achievement_077
0,0,52,,0,0,1,,78,,achievement_078
0,0,53,,0,0,1,,79,,achievement_079
0,0,54,,0,0,1,,80,,achievement_080
0,0,55,,0,0,1,,81,,achievement_081
0,0,56,,0,0,1,,82,,achievement_082
0,0,57,,0,0,1,,83,,achievement_083
0,0,58,,0,0,1,,84,,achievement_084
0,0,59,,0,0,1,,85,,achievement_085
0,0,60,,0,0,1,,86,,achievement_086
0,0,61,,0,0,1,,87,,achievement_087
0,0,62,,0,0,1,,88,,achievement_088
0,0,63,,0,0,1,,89,,achievement_089
0,0,64,,0,0,1,,90,,achievement_090
0,0,65,,0,0,1,,91,,achievement_091
0,0,66,,0,0,1,,92,,achievement_092
0,0,67,,0,0,1,,93,,achievement_093
0,0,68,,0,0,1,,94,,achievement_094
0,0,69,,0,0,1,,95,,achievement_095
0,0,70,,0,0,1,,96,,achievement_096
0,0,71,,0,0,1,,97,,achievement_097
0,0,72,,0,0,1,,98,,achievement_098
0,0,73,,0,0,1,,99,,achievement_099
0,0,74,,0,0,1,,100,,achievement_100
0,0,75,,0,0,1,,101,,achievement_101
0,0,76,,0,0,1,,102,,achievement_102
0,0,77,,0,0,1,,103,,achievement_103
0,0,78,,0,0,1,,104,,achievement_104
0,0,79,,0,0,1,,105,,achievement_105
0,0,80,,0,0,1,,106,,achievement_106
0,0,81,,0,0,1,,107,,achievement_107
0,0,82,,0,0,1,,108,,achievement_108
0,0,83,,0,0,1,,109,,achievement_109
0,0,84,,0,0,1,,110,,achievement_110
0,0,85,,0,0,1,,111,,achievement_111
0,0,86,,0,0,1,,112,,achievement_112
0,0,87,,0,0,1,,113,,achievement_113
0,0,88,,0,0,1,,114,,achievement_114
0,0,89,,0,0,1,,115,,achievement_115
0,0,90,,0,0,1,,116,,achievement_116
0,0,91,,0,0,1,,117,,achievement_117
0,0,92,,0,0,1,,118,,achievement_118
0,0,93,,0,0,1,,119,,achievement_119
0,0,94,,0,0,1,,120,,achievement_120
0,0,95,,0,0,1,,121,,achievement_121
0,0,96,,0,0,1,,122,,achievement_122
0,0,97,,0,0,1,,123,,achievement_123
0,0,98,,0,0,1,,124,,achievement_124
0,0,99,,0,0,1,,125,,achievement_125
0,0,100,,0,0,1,,126,,achievement_126
0,0,101,,0,0,1,,127,,achievement_127
0,0,102,,0,0,1,,128,,achievement_128
0,0,103,,0,0,1,,183,,achievement_027
0,0,104,,0,0,1,,184,,achievement_028
0,0,105,,0,0,1,,185,,achievement_029
0,0,106,,0,0,1,,186,,achievement_030
0,0,107,,0,0,1,,187,,achievement_031
0,0,108,,0,0,1,,188,,achievement_032
0,0,109,,0,0,1,,189,,achievement_033
0,0,110,,0,0,1,,190,,achievement_034
0,0,111,,0,0,1,,191,,achievement_035
0,0,112,,0,0,1,,192,,achievement_036
0,0,113,,0,0,1,,193,,achievement_037
0,0,114,,0,0,1,,194,,achievement_038
0,0,115,,0,0,1,,195,,achievement_039
0,0,116,,0,0,1,,196,,achievement_040
0,0,117,,0,0,1,,197,,achievement_041
0,0,118,,0,0,1,,198,,achievement_042
0,0,119,,0,0,1,,199,,achievement_043
0,0,120,,0,0,1,,200,,achievement_044
0,0,121,,0,0,1,,201,,achievement_045
0,0,122,,0,0,1,,202,,achievement_046
0,0,123,,0,0,1,,203,,achievement_047
0,0,124,,0,0,1,,204,,achievement_048
0,0,125,,0,0,1,,205,,achievement_049
0,0,126,,0,0,1,,206,,achievement_050
0,0,127,,0,0,1,,207,,achievement_051
0,0,128,,0,0,1,,208,,achievement_052
0,0,129,,0,0,1,,209,,achievement_053
0,0,130,,0,0,1,,210,,achievement_054
0,0,131,,0,0,1,,211,,achievement_055
0,0,132,,0,0,1,,212,,achievement_056
0,0,133,,0,0,1,,213,,achievement_057
0,0,134,,0,0,1,,214,,achievement_058
0,0,135,,0,0,1,,215,,achievement_059
0,0,136,,0,0,1,,216,,achievement_060
0,0,137,,0,0,1,,217,,achievement_061
0,0,138,,0,0,1,,218,,achievement_062
0,0,139,,0,0,1,,219,,achievement_063
0,0,140,,0,0,1,,220,,achievement_064
0,0,141,,0,0,1,,221,,achievement_065
0,0,142,,0,0,1,,222,,achievement_066
0,0,143,,0,0,1,,223,,achievement_067
0,0,144,,0,0,1,,224,,achievement_068
0,0,145,,0,0,1,,225,,achievement_069
0,0,146,,0,0,1,,226,,achievement_070
0,0,147,,0,0,1,,227,,achievement_071
0,0,148,,0,0,1,,228,,achievement_072
0,0,149,,0,0,1,,229,,achievement_073
0,0,150,,0,0,1,,230,,achievement_074
0,0,151,,0,0,1,,231,,achievement_075
0,0,152,,0,0,1,,232,,achievement_076
0,0,153,,0,0,1,,233,,achievement_077
0,0,154,,0,0,1,,234,,achievement_078
0,0,155,,0,0,1,,235,,achievement_079
0,0,156,,0,0,1,,236,,achievement_080
0,0,157,,0,0,1,,237,,achievement_081
0,0,158,,0,0,1,,238,,achievement_082
0,0,159,,0,0,1,,239,,achievement_083
0,0,160,,0,0,1,,239,,achievement_084
0,0,161,,0,0,1,,241,,achievement_085
0,0,162,,0,0,1,,242,,achievement_086
0,0,163,,0,0,1,,243,,achievement_087
0,0,164,,0,0,1,,244,,achievement_088
0,0,165,,0,0,1,,245,,achievement_089
0,0,166,,0,0,1,,246,,achievement_090
0,0,167,,0,0,1,,247,,achievement_091
0,0,168,,0,0,1,,248,,achievement_092
0,0,169,,0,0,1,,249,,achievement_093
0,0,170,,0,0,1,,250,,achievement_094
0,0,171,,0,0,1,,251,,achievement_095
0,0,172,,0,0,1,,252,,achievement_096
0,0,173,,0,0,1,,253,,achievement_097
0,0,174,,0,0,1,,254,,achievement_098
0,0,175,,0,0,1,,255,,achievement_099
0,0,176,,0,0,1,,256,,achievement_100
0,0,177,,0,0,1,,257,,achievement_101
0,0,178,,0,0,1,,258,,achievement_102
0,0,179,,0,0,1,,259,,achievement_103
0,0,180,,0,0,1,,260,,achievement_104
0,0,181,,0,0,1,,261,,achievement_105
0,0,182,,0,0,1,,262,,achievement_106
0,0,183,,0,0,1,,263,,achievement_107
0,0,184,,0,0,1,,264,,achievement_108
0,0,185,,0,0,1,,265,,achievement_109
0,0,186,,0,0,1,,266,,achievement_110
0,0,187,,0,0,1,,267,,achievement_111
0,0,188,,0,0,1,,268,,achievement_112
0,0,189,,0,0,1,,269,,achievement_113
0,0,190,,0,0,1,,270,,achievement_114
0,0,191,,0,0,1,,271,,achievement_115
0,0,192,,0,0,1,,272,,achievement_116
0,0,193,,0,0,1,,273,,achievement_117
0,0,194,,0,0,1,,274,,achievement_118
0,0,195,,0,0,1,,275,,achievement_119
0,0,196,,0,0,1,,276,,achievement_120
0,0,197,,0,0,1,,277,,achievement_121
0,0,198,,0,0,1,,278,,achievement_122
0,0,199,,0,0,1,,279,,achievement_123
0,0,200,,0,0,1,,280,,achievement_124
0,0,201,,0,0,1,,281,,achievement_125
0,0,202,,0,0,1,,282,,achievement_126
0,0,203,,0,0,1,,283,,achievement_127
0,0,204,,0,0,1,,284,,achievement_128
0,0,205,,0,0,1,,361,,achievement_079
0,0,206,,0,0,1,,362,,achievement_080
0,0,207,,0,0,1,,363,,achievement_079
0,0,208,,0,0,1,,364,,achievement_080
0,0,209,,0,0,1,,512,,achievement_079
0,0,210,,0,0,1,,513,,achievement_079
0,0,211,,0,0,1,,514,,achievement_079
0,0,212,,0,0,1,,515,,achievement_079
0,0,213,,0,0,1,,516,,achievement_079
0,0,214,,0,0,1,,517,,achievement_079
0,0,215,,0,0,1,,518,,achievement_079
0,0,216,,0,0,1,,519,,achievement_079
0,0,217,,0,0,1,,520,,achievement_079
0,0,218,,0,0,1,,521,,achievement_079
0,0,219,,0,0,1,,522,,achievement_079
0,0,220,,0,0,1,,523,,achievement_079
0,0,221,,0,0,1,,524,,achievement_079
0,0,222,,0,0,1,,525,,achievement_079
0,0,223,,0,0,1,,526,,achievement_079
0,0,224,,0,0,1,,527,,achievement_079
0,0,225,,0,0,1,,528,,achievement_079
0,0,226,,0,0,1,,529,,achievement_079
0,0,227,,0,0,1,,530,,achievement_079
0,0,228,,0,0,1,,531,,achievement_079
0,0,229,,0,0,1,,532,,achievement_079
0,0,230,,0,0,1,,533,,achievement_079
0,0,231,,0,0,1,,534,,achievement_079
0,0,232,,0,0,1,,535,,achievement_079
0,0,233,,0,0,1,,536,,achievement_079
0,0,234,,0,0,1,,537,,achievement_079
0,0,235,,0,0,1,,538,,achievement_079
0,0,236,,0,0,1,,539,,achievement_079
0,0,237,,0,0,1,,540,,achievement_079
0,0,238,,0,0,1,,541,,achievement_079
0,0,239,,0,0,1,,542,,achievement_079
0,0,240,,0,0,1,,543,,achievement_079
0,0,241,,0,0,1,,544,,achievement_079
0,0,242,,0,0,1,,545,,achievement_079
0,0,243,,0,0,1,,546,,achievement_079
0,0,244,,0,0,1,,547,,achievement_079
0,0,245,,0,0,1,,548,,achievement_079
0,0,246,,0,0,1,,549,,achievement_079
0,0,247,,0,0,1,,550,,achievement_079
0,0,248,,0,0,1,,551,,achievement_079
0,0,249,,0,0,1,,552,,achievement_079
0,0,250,,0,0,1,,553,,achievement_079
0,0,251,,0,0,1,,554,,achievement_079
0,0,252,,0,0,1,,555,,achievement_079
0,0,253,,0,0,1,,556,,achievement_079
0,0,254,,0,0,1,,557,,achievement_079
0,0,255,,0,0,1,,558,,achievement_079
0,0,256,,0,0,1,,559,,achievement_079
0,0,257,,0,0,1,,560,,achievement_079
0,0,258,,0,0,1,,561,,achievement_079
0,0,259,,0,0,1,,562,,achievement_079
0,0,260,,0,0,1,,563,,achievement_079
,,,1,3,1,250,,0,,
,,,2,3,1,250,,0,,
,,,3,0,0,1,,0,12,theims
