mst_costume_id,mst_idol_id,resource_id,mst_costume_group_id,costume_name,costume_number,exclude_album,exclude_random,collabo_number,replace_group_id,sort_id,release_date,gorgeous_appeal_type
10103450,45,costume_03,7,ex,3,0,0,0,0,10103450,2020-03-14T15:00:00+0800,0
10103460,46,costume_03,7,ex,3,0,0,0,0,10103460,2020-02-19T15:00:00+0800,0
10103470,47,costume_03,7,ex,3,0,0,0,0,10103470,2020-02-19T15:00:00+0800,0
10103480,48,costume_03,7,ex,3,0,0,0,0,10103480,2020-03-14T15:00:00+0800,0
10103490,49,costume_03,7,ex,3,0,0,0,0,10103490,2020-02-19T15:00:00+0800,0
10103500,50,costume_03,7,ex,3,0,0,0,0,10103500,2020-02-19T15:00:00+0800,0
10103510,51,costume_03,7,ex,3,0,0,0,0,10103510,2020-02-19T15:00:00+0800,0
10103520,52,costume_03,7,ex,3,0,0,0,0,10103520,2020-03-14T15:00:00+0800,0
10104010,1,costume_01,993,ex,601,0,0,0,0,10104010,2020-08-30T15:00:00+0800,0
10104020,2,costume_01,993,ex,601,0,0,0,0,10104020,2020-08-30T15:00:00+0800,0
10104030,3,costume_01,993,ex,601,0,0,0,0,10104030,2020-08-30T15:00:00+0800,0
10104040,4,costume_01,993,ex,601,0,0,0,0,10104040,2020-08-30T15:00:00+0800,0
10104050,5,costume_01,993,ex,601,0,0,0,0,10104050,2020-08-30T15:00:00+0800,0
10104060,6,costume_01,993,ex,601,0,0,0,0,10104060,2020-08-30T15:00:00+0800,0
10104070,7,costume_01,993,ex,601,0,0,0,0,10104070,2020-08-30T15:00:00+0800,0
10104080,8,costume_01,993,ex,601,0,0,0,0,10104080,2020-08-30T15:00:00+0800,0
10104090,9,costume_01,993,ex,601,0,0,0,0,10104090,2020-08-30T15:00:00+0800,0
10104100,10,costume_01,993,ex,601,0,0,0,0,10104100,2020-08-30T15:00:00+0800,0
10104110,11,costume_01,993,ex,601,0,0,0,0,10104110,2020-08-30T15:00:00+0800,0
10104120,12,costume_01,993,ex,601,0,0,0,0,10104120,2020-08-30T15:00:00+0800,0
10104130,13,costume_01,993,ex,601,0,0,0,0,10104130,2020-08-30T15:00:00+0800,0
10104140,14,costume_01,991,ex,601,0,0,0,0,10104140,2020-08-30T15:00:00+0800,0
10104150,15,costume_01,990,ex,601,0,0,0,0,10104150,2020-08-30T15:00:00+0800,0
10104160,16,costume_01,992,ex,601,0,0,0,0,10104160,2020-08-30T15:00:00+0800,0
10104170,17,costume_01,991,ex,601,0,0,0,0,10104170,2020-08-30T15:00:00+0800,0
10104180,18,costume_01,992,ex,601,0,0,0,0,10104180,2020-08-30T15:00:00+0800,0
10104190,19,costume_01,991,ex,601,0,0,0,0,10104190,2020-08-30T15:00:00+0800,0
10104200,20,costume_01,990,ex,601,0,0,0,0,10104200,2020-08-30T15:00:00+0800,0
10104210,21,costume_01,991,ex,601,0,0,0,0,10104210,2020-08-30T15:00:00+0800,0
10104220,22,costume_01,992,ex,601,0,0,0,0,10104220,2020-08-30T15:00:00+0800,0
10104230,23,costume_01,992,ex,601,0,0,0,0,10104230,2020-08-30T15:00:00+0800,0
10104240,24,costume_01,992,ex,601,0,0,0,0,10104240,2020-08-30T15:00:00+0800,0
10104250,25,costume_01,990,ex,601,0,0,0,0,10104250,2020-08-30T15:00:00+0800,0
10104260,26,costume_01,991,ex,601,0,0,0,0,10104260,2020-08-30T15:00:00+0800,0
10104270,27,costume_01,991,ex,601,0,0,0,0,10104270,2020-08-30T15:00:00+0800,0
10104280,28,costume_01,991,ex,601,0,0,0,0,10104280,2020-08-30T15:00:00+0800,0
10104290,29,costume_01,991,ex,601,0,0,0,0,10104290,2020-08-30T15:00:00+0800,0
10104300,30,costume_01,991,ex,601,0,0,0,0,10104300,2020-08-30T15:00:00+0800,0
10104310,31,costume_01,990,ex,601,0,0,0,0,10104310,2020-08-30T15:00:00+0800,0
10104320,32,costume_01,991,ex,601,0,0,0,0,10104320,2020-08-30T15:00:00+0800,0
10104330,33,costume_01,990,ex,601,0,0,0,0,10104330,2020-08-30T15:00:00+0800,0
10104340,34,costume_01,990,ex,601,0,0,0,0,10104340,2020-08-30T15:00:00+0800,0
10104350,35,costume_01,992,ex,601,0,0,0,0,10104350,2020-08-30T15:00:00+0800,0
10104360,36,costume_01,991,ex,601,0,0,0,0,10104360,2020-08-30T15:00:00+0800,0
10104370,37,costume_01,991,ex,601,0,0,0,0,10104370,2020-08-30T15:00:00+0800,0
10104380,38,costume_01,990,ex,601,0,0,0,0,10104380,2020-08-30T15:00:00+0800,0
10104390,39,costume_01,992,ex,601,0,0,0,0,10104390,2020-08-30T15:00:00+0800,0
10104400,40,costume_01,992,ex,601,0,0,0,0,10104400,2020-08-30T15:00:00+0800,0
10104410,41,costume_01,992,ex,601,0,0,0,0,10104410,2020-08-30T15:00:00+0800,0
10104420,42,costume_01,992,ex,601,0,0,0,0,10104420,2020-08-30T15:00:00+0800,0
10104430,43,costume_01,991,ex,601,0,0,0,0,10104430,2020-08-30T15:00:00+0800,0
10104440,44,costume_01,990,ex,601,0,0,0,0,10104440,2020-08-30T15:00:00+0800,0
10104450,45,costume_01,992,ex,601,0,0,0,0,10104450,2020-08-30T15:00:00+0800,0
10104460,46,costume_01,990,ex,601,0,0,0,0,10104460,2020-08-30T15:00:00+0800,0
10104470,47,costume_01,990,ex,601,0,0,0,0,10104470,2020-08-30T15:00:00+0800,0
10104480,48,costume_01,992,ex,601,0,0,0,0,10104480,2020-08-30T15:00:00+0800,0
10104490,49,costume_01,990,ex,601,0,0,0,0,10104490,2020-08-30T15:00:00+0800,0
10104500,50,costume_01,990,ex,601,0,0,0,0,10104500,2020-08-30T15:00:00+0800,0
10104510,51,costume_01,990,ex,601,0,0,0,0,10104510,2020-08-30T15:00:00+0800,0
10104520,52,costume_01,992,ex,601,0,0,0,0,10104520,2020-08-30T15:00:00+0800,0
10106010,1,costume_05,23,ex,5,0,0,0,0,10106010,2021-01-25T15:00:00+0800,0
10106020,2,costume_05,23,ex,5,0,0,0,0,10106020,2021-01-25T15:00:00+0800,0
10106030,3,costume_05,23,ex,5,0,0,0,0,10106030,2021-01-25T15:00:00+0800,0
10106040,4,costume_05,23,ex,5,0,0,0,0,10106040,2021-01-25T15:00:00+0800,0
10106050,5,costume_05,23,ex,5,0,0,0,0,10106050,2021-01-25T15:00:00+0800,0
10106060,6,costume_05,23,ex,5,0,0,0,0,10106060,2021-01-25T15:00:00+0800,0
10106070,7,costume_05,23,ex,5,0,0,0,0,10106070,2021-01-25T15:00:00+0800,0
10106080,8,costume_05,23,ex,5,0,0,0,0,10106080,2021-01-25T15:00:00+0800,0
10106090,9,costume_05,23,ex,5,0,0,0,0,10106090,2021-01-25T15:00:00+0800,0
10106100,10,costume_05,23,ex,5,0,0,0,0,10106100,2021-01-25T15:00:00+0800,0
10106110,11,costume_05,23,ex,5,0,0,0,0,10106110,2021-01-25T15:00:00+0800,0
10106120,12,costume_05,23,ex,5,0,0,0,0,10106120,2021-01-25T15:00:00+0800,0
10106130,13,costume_05,23,ex,5,0,0,0,0,10106130,2021-01-25T15:00:00+0800,0
10106140,14,costume_05,23,ex,5,0,0,0,0,10106140,2020-12-29T15:00:00+0800,0
10106150,15,costume_05,23,ex,5,0,0,0,0,10106150,2021-01-11T15:00:00+0800,0
10106160,16,costume_05,23,ex,5,0,0,0,0,10106160,2020-12-14T15:00:00+0800,0
10106170,17,costume_05,23,ex,5,0,0,0,0,10106170,2020-12-29T15:00:00+0800,0
10106180,18,costume_05,23,ex,5,0,0,0,0,10106180,2020-12-14T15:00:00+0800,0
10106190,19,costume_05,23,ex,5,0,0,0,0,10106190,2020-12-29T15:00:00+0800,0
10106200,20,costume_05,23,ex,5,0,0,0,0,10106200,2021-01-11T15:00:00+0800,0
10106210,21,costume_05,23,ex,5,0,0,0,0,10106210,2020-12-29T15:00:00+0800,0
10106220,22,costume_05,23,ex,5,0,0,0,0,10106220,2020-12-14T15:00:00+0800,0
10106230,23,costume_05,23,ex,5,0,0,0,0,10106230,2020-12-14T15:00:00+0800,0
10106240,24,costume_05,23,ex,5,0,0,0,0,10106240,2020-12-14T15:00:00+0800,0
10106250,25,costume_05,23,ex,5,0,0,0,0,10106250,2021-01-11T15:00:00+0800,0
10106260,26,costume_05,23,ex,5,0,0,0,0,10106260,2020-12-29T15:00:00+0800,0
10106270,27,costume_05,23,ex,5,0,0,0,0,10106270,2020-12-29T15:00:00+0800,0
10106280,28,costume_05,23,ex,5,0,0,0,0,10106280,2020-12-29T15:00:00+0800,0
10106290,29,costume_05,23,ex,5,0,0,0,0,10106290,2020-12-29T15:00:00+0800,0
10106300,30,costume_05,23,ex,5,0,0,0,0,10106300,2020-12-29T15:00:00+0800,0
10106310,31,costume_05,23,ex,5,0,0,0,0,10106310,2021-01-11T15:00:00+0800,0
10106320,32,costume_05,23,ex,5,0,0,0,0,10106320,2020-12-29T15:00:00+0800,0
10106330,33,costume_05,23,ex,5,0,0,0,0,10106330,2021-01-11T15:00:00+0800,0
10106340,34,costume_05,23,ex,5,0,0,0,0,10106340,2021-01-11T15:00:00+0800,0
10106350,35,costume_05,23,ex,5,0,0,0,0,10106350,2020-12-14T15:00:00+0800,0
10106360,36,costume_05,23,ex,5,0,0,0,0,10106360,2020-12-29T15:00:00+0800,0
10106370,37,costume_05,23,ex,5,0,0,0,0,10106370,2020-12-29T15:00:00+0800,0
10106380,38,costume_05,23,ex,5,0,0,0,0,10106380,2021-01-11T15:00:00+0800,0
10106390,39,costume_05,23,ex,5,0,0,0,0,10106390,2020-12-14T15:00:00+0800,0
10106400,40,costume_05,23,ex,5,0,0,0,0,10106400,2020-12-14T15:00:00+0800,0
10106410,41,costume_05,23,ex,5,0,0,0,0,10106410,2020-12-14T15:00:00+0800,0
10106420,42,costume_05,23,ex,5,0,0,0,0,10106420,2020-12-14T15:00:00+0800,0
10106430,43,costume_05,23,ex,5,0,0,0,0,10106430,2020-12-29T15:00:00+0800,0
10106440,44,costume_05,23,ex,5,0,0,0,0,10106440,2021-01-11T15:00:00+0800,0
10106450,45,costume_05,23,ex,5,0,0,0,0,10106450,2020-12-14T15:00:00+0800,0
10106460,46,costume_05,23,ex,5,0,0,0,0,10106460,2021-01-11T15:00:00+0800,0
10106470,47,costume_05,23,ex,5,0,0,0,0,10106470,2021-01-11T15:00:00+0800,0
10106480,48,costume_05,23,ex,5,0,0,0,0,10106480,2020-12-14T15:00:00+0800,0
10106490,49,costume_05,23,ex,5,0,0,0,0,10106490,2021-01-11T15:00:00+0800,0
10106500,50,costume_05,23,ex,5,0,0,0,0,10106500,2021-01-11T15:00:00+0800,0
10106510,51,costume_05,23,ex,5,0,0,0,0,10106510,2021-01-11T15:00:00+0800,0
10106520,52,costume_05,23,ex,5,0,0,0,0,10106520,2020-12-14T15:00:00+0800,0
10107010,1,costume_06,56,ex,6,0,0,0,0,10107010,2021-10-01T15:00:00+0800,0
10107020,2,costume_06,56,ex,6,0,0,0,0,10107020,2021-10-01T15:00:00+0800,0
10107030,3,costume_06,56,ex,6,0,0,0,0,10107030,2021-10-01T15:00:00+0800,0
10107040,4,costume_06,56,ex,6,0,0,0,0,10107040,2021-10-01T15:00:00+0800,0
10107050,5,costume_06,56,ex,6,0,0,0,0,10107050,2021-10-01T15:00:00+0800,0
10107060,6,costume_06,56,ex,6,0,0,0,0,10107060,2021-10-01T15:00:00+0800,0
10107070,7,costume_06,56,ex,6,0,0,0,0,10107070,2021-10-01T15:00:00+0800,0
10107080,8,costume_06,56,ex,6,0,0,0,0,10107080,2021-10-01T15:00:00+0800,0
10107090,9,costume_06,56,ex,6,0,0,0,0,10107090,2021-10-01T15:00:00+0800,0
10107100,10,costume_06,56,ex,6,0,0,0,0,10107100,2021-10-01T15:00:00+0800,0
10107110,11,costume_06,56,ex,6,0,0,0,0,10107110,2021-10-01T15:00:00+0800,0
10107120,12,costume_06,56,ex,6,0,0,0,0,10107120,2021-10-01T15:00:00+0800,0
10107130,13,costume_06,56,ex,6,0,0,0,0,10107130,2021-10-01T15:00:00+0800,0
10107140,14,costume_06,56,ex,6,0,0,0,0,10107140,2021-10-01T15:00:00+0800,0
10107150,15,costume_06,56,ex,6,0,0,0,0,10107150,2021-10-01T15:00:00+0800,0
10107160,16,costume_06,56,ex,6,0,0,0,0,10107160,2021-10-01T15:00:00+0800,0
10107170,17,costume_06,56,ex,6,0,0,0,0,10107170,2021-10-01T15:00:00+0800,0
10107180,18,costume_06,56,ex,6,0,0,0,0,10107180,2021-10-01T15:00:00+0800,0
10107190,19,costume_06,56,ex,6,0,0,0,0,10107190,2021-10-01T15:00:00+0800,0
10107200,20,costume_06,56,ex,6,0,0,0,0,10107200,2021-10-01T15:00:00+0800,0
10107210,21,costume_06,56,ex,6,0,0,0,0,10107210,2021-10-01T15:00:00+0800,0
10107220,22,costume_06,56,ex,6,0,0,0,0,10107220,2021-10-01T15:00:00+0800,0
10107230,23,costume_06,56,ex,6,0,0,0,0,10107230,2021-10-01T15:00:00+0800,0
10107240,24,costume_06,56,ex,6,0,0,0,0,10107240,2021-10-01T15:00:00+0800,0
10107250,25,costume_06,56,ex,6,0,0,0,0,10107250,2021-10-01T15:00:00+0800,0
10107260,26,costume_06,56,ex,6,0,0,0,0,10107260,2021-10-01T15:00:00+0800,0
10107270,27,costume_06,56,ex,6,0,0,0,0,10107270,2021-10-01T15:00:00+0800,0
10107280,28,costume_06,56,ex,6,0,0,0,0,10107280,2021-10-01T15:00:00+0800,0
10107290,29,costume_06,56,ex,6,0,0,0,0,10107290,2021-10-01T15:00:00+0800,0
10107300,30,costume_06,56,ex,6,0,0,0,0,10107300,2021-10-01T15:00:00+0800,0
10107310,31,costume_06,56,ex,6,0,0,0,0,10107310,2021-10-01T15:00:00+0800,0
10107320,32,costume_06,56,ex,6,0,0,0,0,10107320,2021-10-01T15:00:00+0800,0
10107330,33,costume_06,56,ex,6,0,0,0,0,10107330,2021-10-01T15:00:00+0800,0
10107340,34,costume_06,56,ex,6,0,0,0,0,10107340,2021-10-01T15:00:00+0800,0
10107350,35,costume_06,56,ex,6,0,0,0,0,10107350,2021-10-01T15:00:00+0800,0
10107360,36,costume_06,56,ex,6,0,0,0,0,10107360,2021-10-01T15:00:00+0800,0
10107370,37,costume_06,56,ex,6,0,0,0,0,10107370,2021-10-01T15:00:00+0800,0
10107380,38,costume_06,56,ex,6,0,0,0,0,10107380,2021-10-01T15:00:00+0800,0
10107390,39,costume_06,56,ex,6,0,0,0,0,10107390,2021-10-01T15:00:00+0800,0
10107400,40,costume_06,56,ex,6,0,0,0,0,10107400,2021-10-01T15:00:00+0800,0
10107410,41,costume_06,56,ex,6,0,0,0,0,10107410,2021-10-01T15:00:00+0800,0
10107420,42,costume_06,56,ex,6,0,0,0,0,10107420,2021-10-01T15:00:00+0800,0
10107430,43,costume_06,56,ex,6,0,0,0,0,10107430,2021-10-01T15:00:00+0800,0
10107440,44,costume_06,56,ex,6,0,0,0,0,10107440,2021-10-01T15:00:00+0800,0
10107450,45,costume_06,56,ex,6,0,0,0,0,10107450,2021-10-01T15:00:00+0800,0
10107460,46,costume_06,56,ex,6,0,0,0,0,10107460,2021-10-01T15:00:00+0800,0
10107470,47,costume_06,56,ex,6,0,0,0,0,10107470,2021-10-01T15:00:00+0800,0
10107480,48,costume_06,56,ex,6,0,0,0,0,10107480,2021-10-01T15:00:00+0800,0
10107490,49,costume_06,56,ex,6,0,0,0,0,10107490,2021-10-01T15:00:00+0800,0
10107500,50,costume_06,56,ex,6,0,0,0,0,10107500,2021-10-01T15:00:00+0800,0
10107510,51,costume_06,56,ex,6,0,0,0,0,10107510,2021-10-01T15:00:00+0800,0
10107520,52,costume_06,56,ex,6,0,0,0,0,10107520,2021-10-01T15:00:00+0800,0
20101011,1,costume_01_v_01,15,ex,301,0,0,0,0,20101011,2021-09-13T15:00:00+0800,0
20101021,2,costume_01_v_02,15,ex,301,0,0,0,0,20101021,2021-09-13T15:00:00+0800,0
20101031,3,costume_01_v_03,15,ex,301,0,0,0,0,20101031,2021-09-13T15:00:00+0800,0
20101041,4,costume_01_v_01,15,ex,301,0,0,0,0,20101041,2021-09-13T15:00:00+0800,0
20101051,5,costume_01_v_03,15,ex,301,0,0,0,0,20101051,2021-09-13T15:00:00+0800,0
20101061,6,costume_01_v_01,15,ex,301,0,0,0,0,20101061,2021-09-13T15:00:00+0800,0
20101071,7,costume_01_v_02,15,ex,301,0,0,0,0,20101071,2021-09-13T15:00:00+0800,0
20101081,8,costume_01_v_02,15,ex,301,0,0,0,0,20101081,2021-09-13T15:00:00+0800,0
20101091,9,costume_01_v_02,15,ex,301,0,0,0,0,20101091,2021-09-13T15:00:00+0800,0
20101101,10,costume_01_v_03,15,ex,301,0,0,0,0,20101101,2021-09-13T15:00:00+0800,0
20101111,11,costume_01_v_03,15,ex,301,0,0,0,0,20101111,2021-09-13T15:00:00+0800,0
20101121,12,costume_01_v_03,15,ex,301,0,0,0,0,20101121,2021-09-13T15:00:00+0800,0
20101131,13,costume_01_v_01,15,ex,301,0,0,0,0,20101131,2021-09-13T15:00:00+0800,0
20101141,14,costume_01_v_01,13,ex,301,0,0,0,0,20101141,2021-09-13T15:00:00+0800,0
20101151,15,costume_01_v_02,9,ex,301,0,0,0,0,20101151,2021-09-13T15:00:00+0800,0
20101161,16,costume_01_v_03,11,ex,301,0,0,0,0,20101161,2021-09-13T15:00:00+0800,0
20101171,17,costume_01_v_01,13,ex,301,0,0,0,0,20101171,2021-09-13T15:00:00+0800,0
20101181,18,costume_01_v_03,11,ex,301,0,0,0,0,20101181,2021-09-13T15:00:00+0800,0
20101191,19,costume_01_v_01,13,ex,301,0,0,0,0,20101191,2021-09-13T15:00:00+0800,0
20101201,20,costume_01_v_02,9,ex,301,0,0,0,0,20101201,2021-09-13T15:00:00+0800,0
20101211,21,costume_01_v_01,13,ex,301,0,0,0,0,20101211,2021-09-13T15:00:00+0800,0
20101221,22,costume_01_v_03,11,ex,301,0,0,0,0,20101221,2021-09-13T15:00:00+0800,0
20101231,23,costume_01_v_03,11,ex,301,0,0,0,0,20101231,2021-09-13T15:00:00+0800,0
20101241,24,costume_01_v_03,11,ex,301,0,0,0,0,20101241,2021-09-13T15:00:00+0800,0
20101251,25,costume_01_v_02,9,ex,301,0,0,0,0,20101251,2021-09-13T15:00:00+0800,0
20101261,26,costume_01_v_01,13,ex,301,0,0,0,0,20101261,2021-09-13T15:00:00+0800,0
20101271,27,costume_01_v_01,13,ex,301,0,0,0,0,20101271,2021-09-13T15:00:00+0800,0
20101281,28,costume_01_v_01,13,ex,301,0,0,0,0,20101281,2021-09-13T15:00:00+0800,0
20101291,29,costume_01_v_01,13,ex,301,0,0,0,0,20101291,2021-09-13T15:00:00+0800,0
20101301,30,costume_01_v_01,13,ex,301,0,0,0,0,20101301,2021-09-13T15:00:00+0800,0
20101311,31,costume_01_v_02,9,ex,301,0,0,0,0,20101311,2021-09-13T15:00:00+0800,0
20101321,32,costume_01_v_01,13,ex,301,0,0,0,0,20101321,2021-09-13T15:00:00+0800,0
20101331,33,costume_01_v_02,9,ex,301,0,0,0,0,20101331,2021-09-13T15:00:00+0800,0
20101341,34,costume_01_v_02,9,ex,301,0,0,0,0,20101341,2021-09-13T15:00:00+0800,0
20101351,35,costume_01_v_03,11,ex,301,0,0,0,0,20101351,2021-09-13T15:00:00+0800,0
20101361,36,costume_01_v_01,13,ex,301,0,0,0,0,20101361,2021-09-13T15:00:00+0800,0
20101371,37,costume_01_v_01,13,ex,301,0,0,0,0,20101371,2021-09-13T15:00:00+0800,0
20101381,38,costume_01_v_02,9,ex,301,0,0,0,0,20101381,2021-09-13T15:00:00+0800,0
20101391,39,costume_01_v_03,11,ex,301,0,0,0,0,20101391,2021-09-13T15:00:00+0800,0
20101401,40,costume_01_v_03,11,ex,301,0,0,0,0,20101401,2021-09-13T15:00:00+0800,0
20101411,41,costume_01_v_03,11,ex,301,0,0,0,0,20101411,2021-09-13T15:00:00+0800,0
20101421,42,costume_01_v_03,11,ex,301,0,0,0,0,20101421,2021-09-13T15:00:00+0800,0
20101431,43,costume_01_v_01,13,ex,301,0,0,0,0,20101431,2021-09-13T15:00:00+0800,0
20101441,44,costume_01_v_02,9,ex,301,0,0,0,0,20101441,2021-09-13T15:00:00+0800,0
20101451,45,costume_01_v_03,11,ex,301,0,0,0,0,20101451,2021-09-13T15:00:00+0800,0
20101461,46,costume_01_v_02,9,ex,301,0,0,0,0,20101461,2021-09-13T15:00:00+0800,0
20101471,47,costume_01_v_02,9,ex,301,0,0,0,0,20101471,2021-09-13T15:00:00+0800,0
20101481,48,costume_01_v_03,11,ex,301,0,0,0,0,20101481,2021-09-13T15:00:00+0800,0
20101491,49,costume_01_v_02,9,ex,301,0,0,0,0,20101491,2021-09-13T15:00:00+0800,0
20101501,50,costume_01_v_02,9,ex,301,0,0,0,0,20101501,2021-09-13T15:00:00+0800,0
20101511,51,costume_01_v_02,9,ex,301,0,0,0,0,20101511,2021-09-13T15:00:00+0800,0
20101521,52,costume_01_v_03,11,ex,301,0,0,0,0,20101521,2021-09-13T15:00:00+0800,0
20103011,1,costume_04_v,19,ex,104,0,0,0,0,20103011,2020-08-05T19:00:00+0800,0
20103021,2,costume_04_v,19,ex,104,0,0,0,0,20103021,2020-08-05T19:00:00+0800,0
20103031,3,costume_04_v,19,ex,104,0,0,0,0,20103031,2020-08-05T19:00:00+0800,0
20103041,4,costume_04_v,19,ex,104,0,0,0,0,20103041,2020-08-05T19:00:00+0800,0
20103051,5,costume_04_v,19,ex,104,0,0,0,0,20103051,2020-08-05T19:00:00+0800,0
20103061,6,costume_04_v,19,ex,104,0,0,0,0,20103061,2020-08-05T19:00:00+0800,0
20103071,7,costume_04_v,19,ex,104,0,0,0,0,20103071,2020-08-05T19:00:00+0800,0
20103081,8,costume_04_v,19,ex,104,0,0,0,0,20103081,2020-08-05T19:00:00+0800,0
20103091,9,costume_04_v,19,ex,104,0,0,0,0,20103091,2020-08-05T19:00:00+0800,0
20103101,10,costume_04_v,19,ex,104,0,0,0,0,20103101,2020-08-05T19:00:00+0800,0
20103111,11,costume_04_v,19,ex,104,0,0,0,0,20103111,2020-08-05T19:00:00+0800,0
20103121,12,costume_04_v,19,ex,104,0,0,0,0,20103121,2020-08-05T19:00:00+0800,0
20103131,13,costume_04_v,19,ex,104,0,0,0,0,20103131,2020-08-05T19:00:00+0800,0
20103141,14,costume_04_v,20,ex,104,0,0,0,0,20103141,2020-09-02T15:00:00+0800,0
20103151,15,costume_04_v,21,ex,104,0,0,0,0,20103151,2020-09-16T15:00:00+0800,0
20103161,16,costume_04_v,22,ex,104,0,0,0,0,20103161,2020-08-19T22:30:00+0800,0
20103171,17,costume_04_v,20,ex,104,0,0,0,0,20103171,2020-09-02T15:00:00+0800,0
20103181,18,costume_04_v,22,ex,104,0,0,0,0,20103181,2020-08-19T22:30:00+0800,0
20103191,19,costume_04_v,20,ex,104,0,0,0,0,20103191,2020-09-02T15:00:00+0800,0
20103201,20,costume_04_v,21,ex,104,0,0,0,0,20103201,2020-09-16T15:00:00+0800,0
20103211,21,costume_04_v,20,ex,104,0,0,0,0,20103211,2020-09-02T15:00:00+0800,0
20103221,22,costume_04_v,22,ex,104,0,0,0,0,20103221,2020-08-19T22:30:00+0800,0
20103231,23,costume_04_v,22,ex,104,0,0,0,0,20103231,2020-08-19T22:30:00+0800,0
20103241,24,costume_04_v,22,ex,104,0,0,0,0,20103241,2020-08-19T22:30:00+0800,0
20103251,25,costume_04_v,21,ex,104,0,0,0,0,20103251,2020-09-16T15:00:00+0800,0
20103261,26,costume_04_v,20,ex,104,0,0,0,0,20103261,2020-09-02T15:00:00+0800,0
20103271,27,costume_04_v,20,ex,104,0,0,0,0,20103271,2020-09-02T15:00:00+0800,0
20103281,28,costume_04_v,20,ex,104,0,0,0,0,20103281,2020-09-02T15:00:00+0800,0
20103291,29,costume_04_v,20,ex,104,0,0,0,0,20103291,2020-09-02T15:00:00+0800,0
20103301,30,costume_04_v,20,ex,104,0,0,0,0,20103301,2020-09-02T15:00:00+0800,0
20103311,31,costume_04_v,21,ex,104,0,0,0,0,20103311,2020-09-16T15:00:00+0800,0
20103321,32,costume_04_v,20,ex,104,0,0,0,0,20103321,2020-09-02T15:00:00+0800,0
20103331,33,costume_04_v,21,ex,104,0,0,0,0,20103331,2020-09-16T15:00:00+0800,0
20103341,34,costume_04_v,21,ex,104,0,0,0,0,20103341,2020-09-16T15:00:00+0800,0
20103351,35,costume_04_v,22,ex,104,0,0,0,0,20103351,2020-08-19T22:30:00+0800,0
20103361,36,costume_04_v,20,ex,104,0,0,0,0,20103361,2020-09-02T15:00:00+0800,0
20103371,37,costume_04_v,20,ex,104,0,0,0,0,20103371,2020-09-02T15:00:00+0800,0
20103381,38,costume_04_v,21,ex,104,0,0,0,0,20103381,2020-09-16T15:00:00+0800,0
20103391,39,costume_04_v,22,ex,104,0,0,0,0,20103391,2020-08-19T22:30:00+0800,0
20103401,40,costume_04_v,22,ex,104,0,0,0,0,20103401,2020-08-19T22:30:00+0800,0
20103411,41,costume_04_v,22,ex,104,0,0,0,0,20103411,2020-08-19T22:30:00+0800,0
20103421,42,costume_04_v,22,ex,104,0,0,0,0,20103421,2020-08-19T22:30:00+0800,0
20103431,43,costume_04_v,20,ex,104,0,0,0,0,20103431,2020-09-02T15:00:00+0800,0
20103441,44,costume_04_v,21,ex,104,0,0,0,0,20103441,2020-09-16T15:00:00+0800,0
20103451,45,costume_04_v,22,ex,104,0,0,0,0,20103451,2020-08-19T22:30:00+0800,0
20103461,46,costume_04_v,21,ex,104,0,0,0,0,20103461,2020-09-16T15:00:00+0800,0
20103471,47,costume_04_v,21,ex,104,0,0,0,0,20103471,2020-09-16T15:00:00+0800,0
20103481,48,costume_04_v,22,ex,104,0,0,0,0,20103481,2020-08-19T22:30:00+0800,0
20103491,49,costume_04_v,21,ex,104,0,0,0,0,20103491,2020-09-16T15:00:00+0800,0
20103501,50,costume_04_v,21,ex,104,0,0,0,0,20103501,2020-09-16T15:00:00+0800,0
20103511,51,costume_04_v,21,ex,104,0,0,0,0,20103511,2020-09-16T15:00:00+0800,0
20103521,52,costume_04_v,22,ex,104,0,0,0,0,20103521,2020-08-19T22:30:00+0800,0
20103900,201,costume_04,3,ex,4,0,0,0,0,20103900,2021-01-01T00:00:00+0800,0
20103901,201,costume_04_v,19,ex,104,0,0,0,0,20103901,2021-01-01T00:00:00+0800,0
20104010,1,costume_07,16,ex,7,0,0,0,0,20104010,2020-06-29T00:00:00+0800,0
20104011,1,costume_07_v,17,ex,107,0,0,0,0,20104011,2020-07-12T13:00:00+0800,0
20104020,2,costume_07,16,ex,7,0,0,0,0,20104020,2020-06-29T00:00:00+0800,0
20104021,2,costume_07_v,17,ex,107,0,0,0,0,20104021,2020-07-12T13:00:00+0800,0
20104030,3,costume_07,16,ex,7,0,0,0,0,20104030,2020-06-29T00:00:00+0800,0
20104031,3,costume_07_v,17,ex,107,0,0,0,0,20104031,2020-07-12T13:00:00+0800,0
20104040,4,costume_07,16,ex,7,0,0,0,0,20104040,2020-06-29T00:00:00+0800,0
20104041,4,costume_07_v,17,ex,107,0,0,0,0,20104041,2020-07-12T13:00:00+0800,0
20104050,5,costume_07,16,ex,7,0,0,0,0,20104050,2020-06-29T00:00:00+0800,0
20104051,5,costume_07_v,17,ex,107,0,0,0,0,20104051,2020-07-12T13:00:00+0800,0
20104060,6,costume_07,16,ex,7,0,0,0,0,20104060,2020-06-29T00:00:00+0800,0
20104061,6,costume_07_v,17,ex,107,0,0,0,0,20104061,2020-07-12T13:00:00+0800,0
20104070,7,costume_07,16,ex,7,0,0,0,0,20104070,2020-06-29T00:00:00+0800,0
