mst_achievement_id,resource_id,achievement_type,begin_date,sort_id
1124,achievement_312,3,2021-06-19T15:00:00+0800,10761
1176,achievement_1176,3,2021-07-01T00:00:00+0800,10813
1240,achievement_1240,3,2021-07-01T00:00:00+0800,10877
1243,achievement_1243,3,2021-07-01T00:00:00+0800,10880
1253,achievement_1253,3,2021-07-01T00:00:00+0800,10890
1254,achievement_1254,3,2021-07-01T00:00:00+0800,10891
1255,achievement_1255,3,2021-07-01T00:00:00+0800,10892
1256,achievement_1256,3,2021-07-01T00:00:00+0800,10893
1257,achievement_1257,3,2021-07-01T00:00:00+0800,10894
1258,achievement_1258,3,2021-07-01T00:00:00+0800,10895
1259,achievement_1259,3,2021-07-01T00:00:00+0800,10896
1260,achievement_1260,3,2021-07-01T00:00:00+0800,10897
1261,achievement_1261,3,2021-07-01T00:00:00+0800,10898
1262,achievement_1262,3,2021-07-01T00:00:00+0800,10899
1263,achievement_1263,3,2021-07-01T00:00:00+0800,10900
1264,achievement_1264,3,2021-07-01T00:00:00+0800,10901
1265,achievement_1265,3,2021-07-01T00:00:00+0800,10902
1266,achievement_1266,3,2021-07-01T00:00:00+0800,10903
1267,achievement_1267,3,2021-07-01T00:00:00+0800,10904
1268,achievement_1268,3,2021-07-01T00:00:00+0800,10905
1269,achievement_1269,3,2021-07-01T00:00:00+0800,10906
1270,achievement_1270,3,2021-07-01T00:00:00+0800,10907
1271,achievement_1271,3,2021-07-01T00:00:00+0800,10908
1272,achievement_1272,3,2021-07-01T00:00:00+0800,10909
1273,achievement_1273,3,2021-07-01T00:00:00+0800,10910
1274,achievement_1274,3,2021-07-01T00:00:00+0800,10911
1275,achievement_1275,3,2021-07-01T00:00:00+0800,10912
1276,achievement_1276,3,2021-07-01T00:00:00+0800,10913
1277,achievement_1277,3,2021-07-01T00:00:00+0800,10914
1278,achievement_1278,3,2021-07-01T00:00:00+0800,10915
1279,achievement_1279,3,2021-07-01T00:00:00+0800,10916
1280,achievement_1280,3,2021-07-01T00:00:00+0800,10917
1281,achievement_1281,3,2021-07-01T00:00:00+0800,10918
1282,achievement_1282,3,2021-07-01T00:00:00+0800,10919
1283,achievement_1283,3,2021-07-01T00:00:00+0800,10920
1284,achievement_1284,3,2021-07-01T00:00:00+0800,10921
1285,achievement_1285,3,2021-07-01T00:00:00+0800,10922
1286,achievement_1286,3,2021-07-01T00:00:00+0800,10923
1287,achievement_1287,3,2021-07-01T00:00:00+0800,10924
1288,achievement_1288,3,2021-07-01T00:00:00+0800,10925
1289,achievement_1289,3,2021-07-01T00:00:00+0800,10926
1290,achievement_1290,3,2021-07-01T00:00:00+0800,10927
1291,achievement_1291,3,2021-07-01T00:00:00+0800,10928
1292,achievement_1292,3,2021-07-01T00:00:00+0800,10929
1293,achievement_1293,3,2021-07-01T00:00:00+0800,10930
1294,achievement_1294,3,2021-07-01T00:00:00+0800,10931
1295,achievement_1295,3,2021-07-01T00:00:00+0800,10932
1296,achievement_1296,3,2021-07-01T00:00:00+0800,10933
1297,achievement_1297,3,2021-07-01T00:00:00+0800,10934
1298,achievement_1298,3,2021-07-01T00:00:00+0800,10935
1299,achievement_1299,3,2021-07-01T00:00:00+0800,10936
1300,achievement_1300,3,2021-07-01T00:00:00+0800,10937
1301,achievement_1301,3,2021-07-01T00:00:00+0800,10938
1302,achievement_1302,3,2021-07-01T00:00:00+0800,10939
1303,achievement_1303,3,2021-07-01T00:00:00+0800,10940
1304,achievement_1304,3,2021-07-01T00:00:00+0800,10941
1305,achievement_1305,1,2021-07-01T00:00:00+0800,116
1306,achievement_1306,1,2021-07-17T13:00:00+0800,117
1307,achievement_1307,1,2021-06-29T00:00:00+0800,10944
1308,achievement_007,1,2021-06-29T00:00:00+0800,15
1309,achievement_007,1,2021-06-29T00:00:00+0800,16
1310,achievement_007,1,2021-06-29T00:00:00+0800,17
1311,achievement_007,1,2021-06-29T00:00:00+0800,18
1312,achievement_007,1,2021-06-29T00:00:00+0800,19
1313,achievement_007,1,2021-06-29T00:00:00+0800,20
1315,achievement_308,3,2021-07-23T15:00:00+0800,10946
1319,achievement_312,3,2021-07-23T15:00:00+0800,10950
1329,achievement_026,1,2021-07-17T13:00:00+0800,92
1332,achievement_309,3,2021-08-04T15:00:00+0800,10962
1335,achievement_312,3,2021-08-04T15:00:00+0800,10965
1346,achievement_308,3,2021-08-21T15:00:00+0800,10976
1350,achievement_312,3,2021-08-21T15:00:00+0800,10980
1361,achievement_308,3,2021-09-03T15:00:00+0800,10991
1365,achievement_312,3,2021-09-03T15:00:00+0800,10995
1376,achievement_308,3,2021-09-19T15:00:00+0800,11006
1380,achievement_312,3,2021-09-19T15:00:00+0800,11010
1494,achievement_367,1,2021-10-01T15:00:00+0800,113
